ACARA ID,School Name,Suburb,Postcode,Type,Geolocation,Latitude,Longitude,BE Score,School Sector,Campus Type,Governing Body,Year Range,ICSEA,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%)
43698,Regents Park Christian School,Regents Park,2143,Combined,Major Cities,-33.8812,151.027,89,Independent,School Single Entity,Christian Schools Australia,K-12,1036,22,26,30,22,59,53.8,30,21.8,644,304,340,644,0,82
43699,Condell Park Christian School,Condell Park,2200,Combined,Major Cities,-33.9224,151.018,96,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1080,7,20,41,32,20,13.5,15,7.5,93,51,42,93,0,18
43700,Covenant Christian School,Belrose,2085,Combined,Major Cities,-33.7137,151.216,98,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1152,1,7,24,67,92,75.6,55,35.7,909,447,462,909,1,24
43702,Dubbo Christian School,Dubbo,2830,Combined,Inner Regional,-32.263,148.645,92,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1038,15,26,34,25,53,46.2,32,25.6,530,269,261,530,11,9
43705,Mount Sinai College,Maroubra,2035,Primary,Major Cities,-33.9352,151.237,98,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1151,2,7,25,66,21,20.2,14,11.1,274,124,150,274,0,10
43707,Sherwood Hills Christian School,Bradbury,2560,Combined,Major Cities,-34.0836,150.814,92,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1032,17,33,33,17,10,9.2,11,7,134,59,75,134,3,40
43708,Southern Cross Baptist Church Christian School,Engadine,2233,Combined,Major Cities,-34.0603,151.006,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1071,6,25,34,35,6,4.6,5,0.7,31,10,21,31,6,44
43710,Trinity Grammar School,Summer Hill,2130,Combined,Major Cities,-33.8986,151.131,98,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1159,1,7,22,70,231,217.1,147,114.6,2124,0,2124,2123,0,71
43711,Casino Christian School,North Casino,2470,Combined,Inner Regional,-28.8145,153.075,84,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,984,31,30,21,18,25,20.8,20,10.5,240,119,121,240,15,4
43712,Deniliquin Christian School,Deniliquin,2710,Combined,Inner Regional,-35.5199,144.945,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,962,34,32,28,6,8,6.4,5,1.9,54,23,31,54,17,4
43713,Greenacre Baptist Christian Community School,Greenacre,2190,Combined,Major Cities,-33.8946,151.056,95,Independent,School Single Entity,Christian Schools Australia,K-12,1086,8,20,33,39,31,25.8,14,9.6,348,162,186,348,2,76
43714,Koinonia Christian Academy,Bourke,2840,Combined,Very Remote,-29.9701,145.995,,Independent,School Single Entity,Christian Schools Australia,K-9,813,92,5,3,0,3,2.2,3,2.8,16,6,10,16,38,0
43716,Newcastle Waldorf School,Glendale,2285,Combined,Major Cities,-32.9244,151.656,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1063,9,24,37,31,18,17,16,8.1,211,108,103,204.6,7,12
43724,OneSchool Global NSW,Oatlands,2117,Combined,Major Cities,-33.7863,151.033,,Independent,School Head Campus,Association of Independent Schools of New South Wales,3-12,986,34,52,13,0,144,124.9,46,41.5,1106,528,578,1106,0,0
43725,Yeshiva College,Bondi,2026,Combined,Major Cities,-33.8916,151.259,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,1117,2,11,37,50,6,6,8,5.9,50,22,28,50,0,38
43726,Bellfield College,Rossmore,2557,Combined,Major Cities,-33.9417,150.765,82,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1012,30,30,26,13,45,43.2,28,21.6,626,318,308,626,0,90
43731,Ebenezer Christian College,Prospect,2148,Combined,Major Cities,-33.8043,150.929,74,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,994,39,30,21,10,8,7.4,3,3,113,51,62,113,0,94
43732,Minimbah Primary School,Armidale,2350,Primary,Inner Regional,-30.5254,151.656,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,533,100,0,0,0,6,4.6,10,6.8,44,13,31,44,100,0
43734,Currambena Primary School,Lane Cove,2066,Primary,Major Cities,-33.8208,151.17,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1105,4,12,39,45,7,6.3,3,1.9,91,44,47,91,2,23
43738,Wellington Christian School,Wellington,2820,Primary,Outer Regional,-32.5396,148.929,75,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,905,50,25,17,9,8,5.8,5,2.7,58,28,30,58,40,0
43739,Thomas More Christian Montessori School,Bega,2550,Primary,Outer Regional,-36.6875,149.843,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,,,,,,4,3.2,3,2.6,36,25,11,35.6,0,0
43741,Al Sadiq College,Greenacre,2190,Combined,Major Cities,-33.9099,151.056,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,953,57,27,12,4,52,45.4,34,23.8,622,334,288,622,0,95
43744,Nambucca Valley Christian Community School,Nambucca Heads,2448,Combined,Outer Regional,-30.6396,152.984,83,Independent,School Single Entity,Christian Schools Australia,K-12,1011,22,33,28,17,26,21.5,20,11.2,259,146,113,259,9,1
43748,Narromine Christian School,Narromine,2821,Primary,Outer Regional,-32.238,148.246,77,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,919,48,27,18,7,9,8.3,7,5.2,133,63,70,133,31,5
43751,Liberty College,Tamworth,2340,Primary,Inner Regional,-31.1093,150.954,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,822,68,17,11,4,5,4.4,8,4.4,49,27,22,49,59,4
43752,The Lakes Christian College,Castlereagh,2749,Combined,Major Cities,-33.6863,150.685,79,Independent,School Single Entity,Christian Community Ministries Ltd,K-12,1014,21,34,27,18,30,23.2,11,9.2,294,139,155,294,11,15
43753,Kindlehill School,Wentworth Falls,2782,Combined,Major Cities,-33.7042,150.375,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,1074,5,19,31,45,14,9.3,9,4.5,126,72,54,126,17,100
43754,Blue Mountains Steiner School,Hazelbrook,2779,Primary,Major Cities,-33.7216,150.468,79,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1053,9,26,30,35,7,4.1,6,3.2,79,38,41,79,9,24
43755,The Armidale Waldorf School,Armidale,2350,Combined,Inner Regional,-30.4892,151.696,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-8,1051,11,23,30,36,11,7.5,13,8,118,57,61,118,14,16
43757,St Andrew's Christian School,Grafton,2460,Combined,Inner Regional,-29.699,152.975,75,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,959,44,28,23,5,18,15.3,13,8.8,171,74,97,171,6,0
43758,Kuyper Christian School,Kurrajong,2758,Combined,Major Cities,-33.5667,150.684,85,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1011,24,45,23,8,22,16.4,12,6.6,191,102,89,191,1,99
43759,Taree Christian College,Taree,2430,Combined,Inner Regional,-31.888,152.423,77,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,974,34,31,24,10,47,43.3,31,19.1,633,342,291,633,15,4
43760,"Shearwater, the Mullumbimby Steiner School",Mullumbimby,2482,Combined,Inner Regional,-28.5577,153.46,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1064,7,20,39,34,52,45,72,42.8,652,349,303,651.6,4,23
43761,Border Christian College,Thurgoona,2640,Combined,Inner Regional,-36.0398,146.981,79,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1012,25,31,32,13,17,14.9,4,2.1,180,87,93,180,5,6
43762,Abbotsleigh,Wahroonga,2076,Combined,Major Cities,-33.7199,151.111,100,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1216,0,2,10,88,155,139.8,118,106.9,1459,1459,0,1459,1,46
43763,Lorien Novalis School for Rudolf Steiner Education,Dural,2158,Combined,Major Cities,-33.7026,151.015,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1091,5,17,36,42,25,22.3,15,10.3,267,144,123,267,1,22
43765,Snowy Mountains Christian School,Cooma North,2630,Combined,Inner Regional,-36.2205,149.13,,Independent,School Single Entity,Christian Schools Australia,K-10,1004,34,24,25,17,9,8.3,6,2.3,85,38,47,85,4,18
43767,Hinterland Christian College,Mullumbimby,2482,Combined,Inner Regional,-28.5424,153.485,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,1033,20,31,29,20,5,4,2,0.7,49,29,20,49,2,8
43770,Calderwood Christian School,Albion Park,2527,Combined,Inner Regional,-34.5568,150.756,88,Independent,School Single Entity,Christian Education National,K-12,1045,15,30,35,19,31,25.8,22,10.3,257,126,131,257,2,9
43771,Summerland Christian College,Goonellabah,2480,Combined,Inner Regional,-28.806,153.351,95,Independent,School Single Entity,Christian Schools Australia,K-12,1043,13,27,32,27,38,31.9,25,15.9,476,241,235,476,8,4
43772,Central Coast Steiner School,Fountaindale,2258,Combined,Major Cities,-33.3351,151.404,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,1079,7,20,36,37,22,18.8,21,11.7,278,165,113,278,2,19
43773,Macksville Adventist School,Macksville,2447,Primary,Outer Regional,-30.7097,152.927,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,975,36,58,6,0,6,3.3,1,0.4,19,13,6,19,0,0
43774,Wagga Wagga Christian College,Wagga Wagga,2650,Combined,Inner Regional,-35.1344,147.389,88,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1028,22,26,29,23,46,40.4,29,17,566,284,282,565.5,6,17
43775,Manning Adventist School,Tinonee,2430,Primary,Inner Regional,-31.943,152.44,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,,,,,,4,3.2,2,0.9,20,11,9,20,10,0
43777,Moama Anglican Grammar School,Moama,2731,Combined,Inner Regional,-36.1012,144.749,93,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1066,8,28,38,27,68,64.5,31,22.3,686,375,311,686,1,3
43778,Blue Hills College,Goonellabah,2480,Combined,Inner Regional,-28.8247,153.355,78,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,994,32,33,22,14,22,17.1,6,4.3,204,82,122,204,8,8
43779,Cape Byron Rudolf Steiner School,Byron Bay,2481,Combined,Inner Regional,-28.6552,153.567,84,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1063,12,25,32,31,38,29.2,21,13.3,370,204,166,370,2,58
43780,Aetaomah School,Terragon,2484,Combined,Inner Regional,-28.4591,153.27,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-7,1021,26,27,29,18,9,6.1,2,0.8,61,30,31,61,2,3
43781,Linuwel School Ltd,East Maitland,2323,Combined,Major Cities,-32.7367,151.601,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1068,9,25,32,33,25,17.6,19,9.6,244,130,114,244,6,9
43782,Unity Grammar College,Austral,2179,Combined,Major Cities,-33.945,150.803,88,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1033,22,29,30,19,74,69.3,24,19.9,962,500,462,962,0,92
43783,Tyndale Christian School,Blacktown,2148,Combined,Major Cities,-33.7832,150.886,88,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1064,15,24,31,30,76,67.2,54,38.1,867,442,425,866.5,1,36
43787,Orange Anglican Grammar School,Orange,2800,Combined,Inner Regional,-33.2586,149.073,86,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1078,8,20,32,41,33,30.4,10,9.6,409,198,211,409,2,5
43788,Illawarra Christian School,Cordeaux Heights,2526,Combined,Major Cities,-34.4434,150.83,96,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1091,9,14,32,45,58,48.1,26,14,582,305,277,582,2,21
43790,Moree Christian School,Moree,2400,Combined,Outer Regional,-29.4827,149.837,88,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-10,995,26,30,26,19,14,8.8,7,5.6,99,56,43,99,15,11
43792,Shire Christian School,Barden Ridge,2234,Combined,Major Cities,-34.0363,151.009,94,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1108,4,17,32,47,72,62.2,40,28.1,841,405,436,841,0,6
43793,St Philip's Christian College - Cessnock,Nulkaba,2325,Combined,Major Cities,-32.7942,151.35105,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1016,21,33,30,17,92,85.9,44,34.7,1033,519,514,1032.4,9,5
43795,Queenwood,Mosman,2088,Combined,Major Cities,-33.8238,151.248,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,,,,,,118,105,91,49.1,896,896,0,896,0,1
43799,Namoi Valley Christian School,Wee Waa,2388,Primary,Outer Regional,-30.2261,149.441,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,878,51,38,10,1,8,6.4,4,2.9,53,25,28,53,40,0
43801,Tweed Valley Adventist College,Murwillumbah,2484,Combined,Major Cities,-28.3301,153.373,77,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1047,20,26,30,24,23,20.8,16,9.1,224,103,121,223.5,0,0
43802,The McDonald College,North Strathfield,2137,Combined,Major Cities,-33.8634,151.088,82,Independent,School Single Entity,Association of Independent Schools of New South Wales,3-12,1095,6,17,33,44,37,28.9,17,12.8,303,179,124,303,1,20
43803,Scone Grammar School,Scone,2337,Combined,Inner Regional,-32.0511,150.864,85,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1027,14,30,33,24,47,41.1,18,12,518,284,234,518,3,7
43804,Hurstville Adventist School,Hurstville,2220,Primary,Major Cities,-33.9649,151.109,97,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1103,6,16,31,47,12,10.3,9,5.2,159,76,83,159,0,81
43805,Kempsey Adventist School,Kempsey,2440,Combined,Inner Regional,-31.1036,152.842,74,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,948,38,33,22,8,44,40.2,26,17.4,524,265,259,524,20,1
43806,Emmanuel Anglican College,Ballina,2478,Combined,Inner Regional,-28.862,153.53,95,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1110,5,13,29,52,53,47.3,28,23,678,335,343,677.5,3,5
43808,Bhaktivedanta Swami Gurukula School,Eungella,2484,Combined,Inner Regional,-28.358,153.323,88,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1051,9,29,34,28,15,11.6,10,5.3,116,60,56,116,9,20
43809,Wollemi College,Werrington,2747,Combined,Major Cities,-33.7645,150.756,,Independent,School Single Entity,Association of Independent Schools of New South Wales,7-12,1089,10,18,31,41,21,17,9,4.3,183,0,183,183,1,42
43810,Rainbow Ridge School for Steiner Education,Lillian Rock,2480,Combined,Inner Regional,-28.5377,153.167,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-8,1051,11,27,36,25,12,8.4,15,7,97,53,44,97,3,10
43812,Glenaeon Rudolf Steiner School,Middle Cove,2068,Combined,Major Cities,-33.7915,151.209,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1140,1,5,27,66,56,48.8,31,19.6,411,196,215,411,0,29
43814,Penrith Christian School,Orchard Hills,2748,Combined,Major Cities,-33.7849,150.709,90,Independent,School Single Entity,Christian Schools Australia,K-12,1039,18,30,32,20,66,60.6,33,25.1,745,370,375,745,3,11
43815,Kamaroi Rudolf Steiner School,Belrose,2085,Primary,Major Cities,-33.7114,151.216,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1126,2,11,30,58,18,13.6,12,6.9,177,95,82,177,0,14
43817,Mumbulla School for Rudolf Steiner Education,Bega,2550,Primary,Outer Regional,-36.6725,149.847,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1076,6,24,28,41,22,12.5,21,12,170,85,85,170,4,12
43818,Tuntable Falls Community School,Tuntable Falls Via Nimbin,2480,Primary,Inner Regional,-28.5804,153.276,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1043,13,29,26,33,5,3.6,5,2.4,37,19,18,37,3,0
43820,Macquarie Anglican Grammar School,Dubbo,2830,Combined,Inner Regional,-32.2499,148.576,93,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1078,8,18,32,42,46,42.3,17,12.2,525,251,274,525,6,5
43821,The Scots College,Bellevue Hill,2023,Combined,Major Cities,-33.8751,151.254,99,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1110,4,16,35,46,237,223,144,123.2,1967,0,1967,1967,1,18
43824,Norwest Christian College,Riverstone,2765,Combined,Major Cities,-33.6777,150.874,91,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1085,9,20,34,37,58,51.2,39,30.8,682,328,354,682,0,25
43826,Vistara Primary School,Richmond Hill,2480,Primary,Inner Regional,-28.7836,153.34,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1053,12,31,32,25,4,4,1,1,40,20,20,40,8,0
43827,Green Valley Islamic College,Green Valley,2168,Combined,Major Cities,-33.8982,150.867,97,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1029,24,30,29,17,67,66.4,11,9.8,913,474,439,913,0,99
43828,St John's Lutheran Primary School,Jindera,2642,Primary,Inner Regional,-35.9571,146.882,88,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1063,11,27,31,30,14,11.3,13,9.5,192,88,104,192,1,4
43829,St Hurmizd Assyrian Primary School,Greenfield Park,2176,Primary,Major Cities,-33.8706,150.892,84,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,976,45,28,20,7,38,35,25,17.6,744,356,388,744,0,98
43830,Manning Valley Anglican College,Cundletown,2430,Combined,Inner Regional,-31.9039,152.523,78,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,981,35,36,22,7,35,32,14,10.3,384,191,193,383.5,7,6
43831,Charlton Christian College,Fassifern,2283,Combined,Major Cities,-32.9899,151.583,93,Independent,School Single Entity,Christian Schools Australia,K-12,1061,11,28,34,27,50,43.9,46,23.2,619,320,299,619,3,4
43832,Chrysalis School for Rudolf Steiner Education,Thora,2454,Combined,Outer Regional,-30.4354,152.723,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-8,1070,8,20,35,37,17,13.2,33,17.1,183,86,97,183,4,12
43833,Byron Community Primary School,Byron Bay,2481,Primary,Inner Regional,-28.6478,153.615,96,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1133,2,6,33,59,9,6.8,13,5.4,103,52,51,103,1,11
43835,Nowra Anglican College,Bomaderry,2541,Combined,Inner Regional,-34.8573,150.6,88,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1077,9,20,35,36,78,69,26,19.5,913,484,429,912.5,4,8
43836,The Hills Grammar School,Kenthurst,2156,Combined,Major Cities,-33.6858,151.013,96,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1133,2,10,27,61,94,85.4,78,62.5,899,383,516,899,0,39
43839,Kesser Torah College,Dover Heights,2030,Combined,Major Cities,-33.8723,151.283,92,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1081,8,23,32,36,36,28.8,20,12.9,335,178,157,335,0,24
43840,Tara Anglican School for Girls,North Parramatta,2151,Combined,Major Cities,-33.7889,151.017,98,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1144,1,6,20,73,85,77.9,76,60.1,714,714,0,714,0,52
43841,St Andrew's Cathedral School,Sydney,2000,Combined,Major Cities,-33.8738,151.206,95,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1167,1,4,18,77,167,147.8,86,66,1313,498,815,1311.1,2,27
43842,The Armidale School,Armidale,2350,Combined,Inner Regional,-30.52,151.673,91,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1090,6,15,32,47,62,57.3,73,62.2,618,170,448,618,4,8
43843,Thomas Hassall Anglican College,Middleton Grange,2171,Combined,Major Cities,-33.9187,150.84,88,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1073,10,24,35,31,124,114.1,51,44,1621,774,847,1621,0,36
43844,Kinross Wolaroi School,Orange,2800,Combined,Inner Regional,-33.291,149.113,94,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1108,5,15,30,50,119,114.3,111,95.4,1081,546,535,1081,2,3
43845,Avondale School,Cooranbong,2265,Combined,Major Cities,-33.0632,151.465,94,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1050,14,27,36,23,68,64.8,31,22.3,863,444,419,863,2,3
43846,Pymble Ladies' College,Pymble,2073,Combined,Major Cities,-33.7473,151.134,100,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1182,1,3,15,81,224,206.4,150,125.4,2273,2273,0,2272.6,1,44
43847,Macquarie College,Wallsend,2287,Combined,Major Cities,-32.92235,151.652,94,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1114,5,15,27,52,70,64.7,25,19.6,798,395,403,797.4,2,13
43848,Christadelphian Heritage College Sydney,Kemps Creek,2178,Combined,Major Cities,-33.88356,150.791,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1018,23,37,30,10,24,19.1,12,7.9,245,123,122,245,1,25
43849,Scots All Saints College,Bathurst,2795,Combined,Inner Regional,-33.4312,149.616,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1063,10,20,30,39,71,65.9,63,53,675,327,348,675,2,6
43851,Snowy Mountains Grammar School,Jindabyne,2627,Combined,Outer Regional,-36.4151,148.609,93,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1102,5,17,34,44,33,27.7,16,12.8,283,133,150,283,0,3
43854,Redeemer Baptist School,North Parramatta,2151,Combined,Major Cities,-33.7936,151.017,97,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1127,5,9,26,60,57,44.4,31,17.2,468,202,266,468,1,85
43855,Newcastle Grammar School,The Hill,2300,Combined,Major Cities,-32.9299,151.78,97,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1148,2,7,21,70,95,88,47,40,859,430,429,859,1,11
43856,Northside Montessori School,Pymble,2073,Primary,Major Cities,-33.7349,151.137,93,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1153,2,3,24,72,10,8.1,20,13.9,88,36,52,88,0,43
43857,Southside Montessori School,Riverwood,2210,Primary,Major Cities,-33.9524,151.044,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1031,13,22,34,30,5,3.4,4,2.5,36,20,16,36,0,21
43859,Masada College,St Ives,2075,Combined,Major Cities,-33.7298,151.167,99,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1142,1,7,26,67,62,54.7,36,23.9,479,186,293,478,0,34
43860,Toongabbie Christian College,Toongabbie,2146,Combined,Major Cities,-33.7894,150.943,95,Independent,School Single Entity,Christian Schools Australia,K-12,1094,8,19,32,41,85,76.8,40,30.1,973,501,472,973,1,42
43861,Northholm Grammar School,Arcadia,2159,Combined,Inner Regional,-33.6045,151.054,92,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1113,3,12,36,48,50,44.6,33,22.5,401,172,229,399.5,0,5
43863,Roseville College,Roseville,2069,Combined,Major Cities,-33.7852,151.18,99,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1195,0,3,12,85,110,98.5,45,37.1,973,973,0,973,0,18
43864,Mount Annan Christian College,Mount Annan,2567,Combined,Major Cities,-34.048,150.777,85,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1043,13,33,37,18,40,38.9,23,17.2,454,221,233,454,2,19
43865,Carinya Christian School Gunnedah,Gunnedah,2380,Combined,Outer Regional,-30.9789,150.255,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-7,1000,25,31,26,18,13,10.9,8,4.1,155,74,81,155,14,10
43866,Carinya Christian School Tamworth,Tamworth,2340,Combined,Inner Regional,-31.1288,150.94,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1035,15,29,29,26,63,55,26,20.3,722,378,344,722,10,10
43867,St Bishoy Coptic Orthodox College,Mount Druitt,2770,Combined,Major Cities,-33.7626,150.829,77,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1004,31,33,28,8,29,26.5,10,7,340,169,171,340,0,96
43868,Wenona School,North Sydney,2060,Combined,Major Cities,-33.8341,151.21,99,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1168,3,7,17,73,111,105.4,80,72.5,1138,1138,0,1138,0,4
43869,Forestville Montessori School,Forestville,2087,Primary,Major Cities,-33.7583,151.219,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,,,,,,17,14.5,5,4,60,24,36,60,0,0
43871,Gib Gate School,Mittagong,2575,Primary,Inner Regional,-34.4542,150.428,99,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1153,1,6,28,65,16,12.4,6,5.1,124,94,30,124,0,2
43872,Claremont College,Randwick,2031,Primary,Major Cities,-33.9184,151.244,96,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-6,1160,1,4,18,77,30,27,20,14.6,377,196,181,377,1,9
43873,Cedars Christian College,Farmborough Heights,2526,Combined,Major Cities,-34.4555,150.829,90,Independent,School Single Entity,Christian Schools Australia,K-12,1065,10,23,39,28,57,47.4,35,24.3,627,331,296,626.5,2,21
43874,Georges River Grammar,Georges Hall,2198,Combined,Major Cities,-33.9134,150.983,94,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1081,5,16,36,43,79,71.8,37,23.7,931,431,500,930.6,1,56
43875,SCECGS Redlands,Cremorne,2090,Combined,Major Cities,-33.8322,151.227,,Independent,School Head Campus,Association of Independent Schools of New South Wales,K-12,1194,0,2,14,84,168,157,121,103.3,1600,806,794,1600,0,13
43876,Central Coast Adventist School,Erina,2250,Combined,Major Cities,-33.4363,151.39,92,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1086,7,18,34,41,78,73.3,37,25.8,957,498,459,957,1,4
43879,Sapphire Coast Anglican College,Bega,2550,Combined,Outer Regional,-36.7012,149.839,91,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1032,18,31,30,21,34,28.3,16,8,296,165,131,296,2,0
43880,New England Girls' School,Armidale,2350,Combined,Inner Regional,-30.5193,151.64,80,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1037,15,29,31,25,36,31.5,24,16.9,261,240,21,261,8,3
43883,The King's School,North Parramatta,2151,Combined,Major Cities,-33.7886,151.026,99,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1155,1,7,25,68,176,167.3,137,121.8,1772,0,1772,1772,0,41
43887,St Columba Anglican School,Port Macquarie,2444,Combined,Inner Regional,-31.4632,152.878,94,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1102,4,16,32,48,99,93.2,36,32,1157,583,574,1157,4,11
43889,St Philip's Christian College - Port Stephens,Salamander Bay,2317,Combined,Inner Regional,-32.7383,152.11,,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1068,11,23,32,33,65,60.2,30,21.5,717,343,374,717,3,3
43890,Oxley College,Burradoo,2576,Combined,Inner Regional,-34.4981,150.392,97,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1143,1,8,25,65,69,62,34,27.4,704,364,340,704,1,8
43891,William Clarke College,Kellyville,2155,Combined,Major Cities,-33.7121,150.976,98,Independent,School Single Entity,Association of Independent Schools of New South Wales,K-12,1119,3,14,32,51,137,121.9,78,70.5,1566,781,785,1566,0,31
