ACARA ID,School Name,Suburb,Postcode,Type,Geolocation,Latitude,Longitude,BE Score,School Sector,Campus Type,Governing Body,Year Range,ICSEA,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%)
41078,Marrickville West Public School,Marrickville,2204,Primary,Major Cities,-33.9145,151.145,83,Government,School Single Entity,Department of Education NSW,"U, K-6",1049,15,21,33,31,22,25.7,9,6.1,414,204,210,414,9,49
41132,Bondi Public School,Bondi,2026,Primary,Major Cities,-33.8926,151.265,97,Government,School Single Entity,Department of Education NSW,K-6,1147,2,10,23,65,26,31.3,5,4.1,596,294,302,596,0,26
41079,Marrickville Public School,Marrickville,2204,Primary,Major Cities,-33.9059,151.162,78,Government,School Single Entity,Department of Education NSW,K-6,1062,13,21,29,37,17,19.1,4,2.5,291,150,141,291,7,32
42548,Bongongo Public School,Adjungbilly,2727,Primary,Outer Regional,-35.0846,148.4,,Government,School Single Entity,Department of Education NSW,K-6,983,27,39,30,4,1,1.4,4,0.9,14,4,10,14,14,0
41080,Waverley Public School,Waverley,2024,Primary,Major Cities,-33.8982,151.252,96,Government,School Single Entity,Department of Education NSW,K-6,1136,3,10,26,61,15,19.8,5,2.8,330,158,172,330,1,35
41934,Bonnells Bay Public School,Bonnells Bay,2264,Primary,Major Cities,-33.1145,151.517,72,Government,School Single Entity,Department of Education NSW,K-6,942,50,31,14,5,20,24.9,7,3.8,436,214,222,436,14,5
41081,Woolooware Public School,Cronulla,2230,Primary,Major Cities,-34.0455,151.146,90,Government,School Single Entity,Department of Education NSW,K-6,1065,11,27,34,27,23,27.6,8,4,508,238,270,508,2,13
41108,Bonnet Bay Public School,Bonnet Bay,2226,Primary,Major Cities,-34.0126,151.056,93,Government,School Single Entity,Department of Education NSW,K-6,1082,7,22,36,35,18,17.1,4,2,202,97,105,202,1,16
41082,Caringbah North Public School,Caringbah,2229,Primary,Major Cities,-34.0366,151.123,95,Government,School Single Entity,Department of Education NSW,K-6,1086,7,22,34,37,26,29,5,4.1,565,281,284,565,1,28
41515,Bonnyrigg Heights Public School,Bonnyrigg Heights,2177,Primary,Major Cities,-33.8894,150.868,90,Government,School Single Entity,Department of Education NSW,"U, K-6",993,36,30,23,10,65,67.9,13,11.5,1118,550,568,1118,2,92
41083,Jannali East Public School,Jannali,2226,Primary,Major Cities,-34.0192,151.072,87,Government,School Single Entity,Department of Education NSW,K-6,1068,11,24,35,31,17,19.7,4,2.9,359,165,194,359,3,22
41506,Bonnyrigg Public School,Bonnyrigg,2177,Primary,Major Cities,-33.8877,150.889,80,Government,School Single Entity,Department of Education NSW,P-6,902,64,23,11,2,26,28,10,4.8,283,143,140,283,17,79
41084,Peakhurst West Public School,Peakhurst,2210,Primary,Major Cities,-33.9623,151.049,83,Government,School Single Entity,Department of Education NSW,K-6,1017,28,27,28,16,16,16.8,4,2.6,280,124,156,280,2,63
42425,Bonshaw Public School,Bonshaw,2361,Primary,Outer Regional,-29.0464,151.278,,Government,School Single Entity,Department of Education NSW,K-6,950,46,20,9,25,2,1.4,2,1.1,13,7,6,13,46,0
41085,Sylvania Heights Public School,Sylvania,2224,Primary,Major Cities,-34.0127,151.097,88,Government,School Single Entity,Department of Education NSW,K-6,1070,10,25,34,31,32,36.1,8,4.3,649,306,343,649,2,44
41868,Boolaroo Public School,Boolaroo,2284,Primary,Major Cities,-32.9512,151.623,75,Government,School Single Entity,Department of Education NSW,K-6,965,43,33,17,7,3,4.5,3,1.4,64,34,30,64,8,3
41086,Penshurst West Public School,Mortdale,2223,Primary,Major Cities,-33.9621,151.072,88,Government,School Single Entity,Department of Education NSW,"U, K-6",1034,21,31,28,20,18,19.1,3,5.6,294,136,158,294,3,53
42549,Booligal Public School,Booligal,2711,Primary,Remote,-33.867,144.886,,Government,School Single Entity,Department of Education NSW,K-6,1024,23,40,20,17,1,1.3,1,0.7,6,3,3,6,0,0
41087,Matraville Soldiers Settlement Public School,Matraville,2036,Primary,Major Cities,-33.958,151.24,74,Government,School Single Entity,Department of Education NSW,P-6,950,41,25,21,12,11,15.1,5,4.6,242,128,114,242,24,38
42426,Boomi Public School,Boomi,2405,Primary,Remote,-28.7241,149.577,,Government,School Single Entity,Department of Education NSW,K-6,1045,8,20,44,29,2,3,2,0.9,16,10,6,16,6,0
41088,Kirrawee Public School,Kirrawee,2232,Primary,Major Cities,-34.0335,151.077,86,Government,School Single Entity,Department of Education NSW,"U, K-6",1026,20,31,28,21,15,17.5,8,5.5,259,129,130,259,8,25
42011,Booragul Public School,Booragul,2284,Primary,Major Cities,-32.9739,151.612,72,Government,School Single Entity,Department of Education NSW,K-6,933,54,29,14,3,12,13.3,3,2.4,204,103,101,204,14,7
41089,Illawong Public School,Illawong,2234,Primary,Major Cities,-33.9991,151.043,89,Government,School Single Entity,Department of Education NSW,K-6,1076,8,23,39,30,8,10.9,2,2.4,197,85,112,197,1,43
42157,Booral Public School,Booral,2425,Primary,Inner Regional,-32.4714,151.961,81,Government,School Single Entity,Department of Education NSW,K-6,976,38,35,19,8,4,5,3,1.5,96,47,49,96,6,3
41090,Lilli Pilli Public School,Lilli Pilli,2229,Primary,Major Cities,-34.0666,151.118,96,Government,School Single Entity,Department of Education NSW,K-6,1112,4,15,30,50,17,19.5,3,3.4,380,187,193,380,1,11
42736,Boorowa Central School,Boorowa,2586,Combined,Inner Regional,-34.4367,148.726,76,Government,School Single Entity,Department of Education NSW,"U, K-12",944,53,29,14,4,19,19.9,7,7.1,181,85,96,181,8,2
41091,Miranda North Public School,Miranda,2228,Primary,Major Cities,-34.032,151.113,87,Government,School Single Entity,Department of Education NSW,K-6,1051,14,31,33,22,18,19.3,4,2.8,351,180,171,351,1,27
41092,Yowie Bay Public School,Yowie Bay,2228,Primary,Major Cities,-34.0472,151.102,95,Government,School Single Entity,Department of Education NSW,K-6,1090,6,20,36,38,24,23.3,7,3.6,441,199,242,441,0,18
42550,Boree Creek Public School,Boree Creek,2652,Primary,Outer Regional,-35.1059,146.606,70,Government,School Single Entity,Department of Education NSW,K-6,920,63,27,9,1,3,2.6,2,0.9,29,13,16,29,10,0
41093,Erskineville Public School,Erskineville,2043,Primary,Major Cities,-33.9009,151.186,93,Government,School Single Entity,Department of Education NSW,K-6,1137,2,9,27,62,17,21.7,4,2.9,401,200,201,401,1,49
43059,Borenore Public School,Borenore,2800,Primary,Inner Regional,-33.251,148.984,,Government,School Single Entity,Department of Education NSW,K-6,996,25,36,31,9,2,2.5,1,0.9,40,16,24,40,8,13
41094,Loftus Public School,Loftus,2232,Primary,Major Cities,-34.047,151.049,89,Government,School Single Entity,Department of Education NSW,K-6,1075,11,22,31,36,24,21.6,5,3.5,386,186,200,386,3,16
41200,Boronia Park Public School,Hunters Hill,2110,Primary,Major Cities,-33.8214,151.136,95,Government,School Single Entity,Department of Education NSW,K-6,1141,2,8,29,62,26,27.7,5,4,541,275,266,541,1,28
41095,Laguna Street Public School,Caringbah,2229,Primary,Major Cities,-34.0465,151.113,91,Government,School Single Entity,Department of Education NSW,K-6,1077,8,24,34,35,22,23.5,6,3.2,449,215,234,449,2,20
41367,Bossley Park Public School,Bossley Park,2176,Primary,Major Cities,-33.8574,150.883,74,Government,School Single Entity,Department of Education NSW,K-6,950,54,25,17,4,20,25.8,8,3,414,209,205,414,1,88
41096,Randwick Public School,Randwick,2031,Primary,Major Cities,-33.9106,151.242,99,Government,School Single Entity,Department of Education NSW,K-6,1159,1,7,22,70,46,48.9,8,5.9,958,484,474,958,1,41
41097,Burraneer Bay Public School,Cronulla,2230,Primary,Major Cities,-34.0514,151.132,94,Government,School Single Entity,Department of Education NSW,K-6,1089,6,18,38,38,28,31.1,4,4.1,598,292,306,598,2,16
42948,Bourke Public School,Bourke,2840,Primary,Remote,-30.0935,145.95,67,Government,School Single Entity,Department of Education NSW,"U, K-6",745,75,15,8,2,19,22,9,7.5,200,103,97,200,76,4
41098,Engadine West Public School,Engadine,2233,Primary,Major Cities,-34.0595,151.003,85,Government,School Single Entity,Department of Education NSW,K-6,1048,13,34,32,21,34,36,6,4.3,684,360,324,684,2,7
41133,Bourke Street Public School,Surry Hills,2010,Primary,Major Cities,-33.8905,151.216,95,Government,School Single Entity,Department of Education NSW,K-6,1124,5,9,28,58,20,25.2,6,3.1,436,209,227,436,3,33
41099,Yarrawarrah Public School,Engadine,2233,Primary,Major Cities,-34.0566,151.026,88,Government,School Single Entity,Department of Education NSW,K-6,1056,12,28,35,25,14,16,2,2.5,293,135,158,293,4,7
43087,Bourke-Walgett School of Distance Education,Bourke,2840,Primary,Remote,-30.0936,145.949,,Government,School Single Entity,Department of Education NSW,K-6,1047,8,19,39,35,6,6.9,1,1.4,42,12,30,42,12,13
41100,Chifley Public School,Malabar,2036,Primary,Major Cities,-33.966,151.242,73,Government,School Single Entity,Department of Education NSW,K-6,932,37,26,25,12,11,11.3,5,2,166,86,80,166,40,19
43082,Bowen Public School,Orange,2800,Primary,Inner Regional,-33.2807,149.117,69,Government,School Single Entity,Department of Education NSW,"U, K-6",802,80,15,5,0,21,26.5,8,6.5,263,126,137,263,51,2
41101,Peakhurst South Public School,Peakhurst,2210,Primary,Major Cities,-33.9729,151.056,91,Government,School Single Entity,Department of Education NSW,K-6,1060,15,23,35,27,16,17.2,3,2.8,309,145,164,309,1,42
42737,Bowning Public School,Bowning,2582,Primary,Inner Regional,-34.7694,148.812,,Government,School Single Entity,Department of Education NSW,K-6,941,51,32,15,2,4,2.6,2,0.9,26,11,15,26,8,0
41102,Lewisham Public School,Lewisham,2049,Primary,Major Cities,-33.8977,151.146,86,Government,School Single Entity,Department of Education NSW,K-6,1098,10,13,27,49,11,12.6,4,2.4,217,125,92,217,1,39
42738,Bowral Public School,Bowral,2576,Primary,Inner Regional,-34.4812,150.419,90,Government,School Single Entity,Department of Education NSW,K-6,1081,9,23,31,37,29,31.6,4,4.1,582,282,300,582,2,14
41103,Gymea North Public School,Gymea,2227,Primary,Major Cities,-34.0265,151.088,87,Government,School Single Entity,Department of Education NSW,K-6,1040,11,35,36,18,16,18.6,5,2.8,350,158,192,350,5,21
42159,Bowraville Central School,Bowraville,2449,Combined,Outer Regional,-30.6453,152.854,68,Government,School Single Entity,Department of Education NSW,"U, K-12",841,77,18,5,1,23,25.4,12,9.6,185,83,102,185,37,5
41104,Marton Public School,Engadine,2233,Primary,Major Cities,-34.0465,151.024,90,Government,School Single Entity,Department of Education NSW,K-6,1046,14,35,31,20,19,20.8,5,3.1,405,187,218,405,1,7
41482,Bradbury Public School,Bradbury,2560,Primary,Major Cities,-34.0863,150.814,82,Government,School Single Entity,Department of Education NSW,"U, K-6",995,30,34,24,13,36,40.9,7,7.5,706,327,379,706,8,39
41105,Kareela Public School,Kareela,2232,Primary,Major Cities,-34.0129,151.082,96,Government,School Single Entity,Department of Education NSW,K-6,1106,4,16,33,47,17,20.6,5,3.1,409,195,214,409,1,33
41758,Braddock Public School,Cranebrook,2749,Primary,Major Cities,-33.7225,150.708,71,Government,School Single Entity,Department of Education NSW,"U, K-6",876,68,21,9,2,18,21.4,7,5.9,328,148,180,328,27,12
41106,Dulwich Hill Public School,Dulwich Hill,2203,Primary,Major Cities,-33.9062,151.14,92,Government,School Single Entity,Department of Education NSW,K-6,1105,6,15,28,51,27,25.6,6,3.8,480,275,205,480,4,43
42876,Bradfordville Public School,Goulburn,2580,Primary,Inner Regional,-34.7235,149.74,71,Government,School Single Entity,Department of Education NSW,K-6,951,52,28,16,4,13,16.5,5,2.5,291,140,151,291,8,4
41107,Petersham Public School,Petersham,2049,Primary,Major Cities,-33.8956,151.15,98,Government,School Single Entity,Department of Education NSW,K-6,1150,2,10,23,65,14,15.8,3,2.5,267,117,150,267,1,30
42739,Braidwood Central School,Braidwood,2622,Combined,Inner Regional,-35.4406,149.799,73,Government,School Single Entity,Department of Education NSW,"U, K-12",995,32,32,22,14,28,31.8,8,9.1,351,185,166,351,7,5
41869,Branxton Public School,Branxton,2335,Primary,Inner Regional,-32.6594,151.351,72,Government,School Single Entity,Department of Education NSW,K-6,954,50,31,14,4,19,20.2,6,2.8,377,179,198,377,7,5
41109,Eastlakes Public School,Eastlakes,2018,Primary,Major Cities,-33.9281,151.214,78,Government,School Single Entity,Department of Education NSW,"U, K-6",1034,21,26,33,21,15,13.6,3,3,197,96,101,197,3,93
42740,Breadalbane Public School,Breadalbane,2581,Primary,Inner Regional,-34.7905,149.488,,Government,School Single Entity,Department of Education NSW,K-6,1080,12,16,36,36,2,1.3,1,1.1,10,5,5,10,0,30
42741,Bredbo Public School,Bredbo,2626,Primary,Inner Regional,-35.954,149.148,,Government,School Single Entity,Department of Education NSW,K-6,998,25,43,25,8,1,1.4,1,1,13,4,9,13,8,0
41111,Wilkins Public School,Marrickville,2204,Primary,Major Cities,-33.902,151.155,98,Government,School Single Entity,Department of Education NSW,K-6,1120,7,13,25,56,35,30.8,8,4.1,607,294,313,607,3,43
42949,Brewarrina Central School,Brewarrina,2839,Combined,Very Remote,-29.9637,146.859,68,Government,School Single Entity,Department of Education NSW,"U, K-12",688,88,7,3,2,19,17.9,7,8,141,61,80,141,97,3
41112,Plunkett Street Public School,Woolloomooloo,2011,Primary,Major Cities,-33.8709,151.22,,Government,School Single Entity,Department of Education NSW,P-6,952,35,31,21,13,2,5.1,3,3.2,60,28,32,60,32,53
41484,Briar Road Public School,Campbelltown,2560,Primary,Major Cities,-34.0891,150.828,69,Government,School Single Entity,Department of Education NSW,"U, P-6",840,78,17,4,1,16,18.4,9,7.9,235,113,122,235,39,21
41113,Tharawal Public School,Menai,2234,Primary,Major Cities,-34.0033,151.026,93,Government,School Single Entity,Department of Education NSW,K-6,1080,6,22,38,34,16,20.4,6,2.8,376,168,208,376,2,26
42551,Bribbaree Public School,Bribbaree,2594,Primary,Outer Regional,-34.1204,147.875,,Government,School Single Entity,Department of Education NSW,K-6,926,70,14,8,8,1,1.3,2,0.9,10,4,6,10,0,0
41114,Sydney Distance Education Primary School,Surry Hills,2010,Primary,Major Cities,-33.8863,151.213,100,Government,School Single Entity,Department of Education NSW,K-6,1128,4,13,26,57,12,16.4,6,4.9,177,80,97,177,2,27
41116,Canterbury South Public School,Canterbury,2193,Primary,Major Cities,-33.9178,151.116,84,Government,School Single Entity,Department of Education NSW,K-6,1049,17,27,29,26,12,16.6,3,2.5,287,147,140,287,3,63
41368,Bringelly Public School,Bringelly,2556,Primary,Major Cities,-33.9379,150.73,70,Government,School Single Entity,Department of Education NSW,K-6,910,64,28,7,0,7,7.6,6,1.8,108,47,61,108,10,27
41117,Ferncourt Public School,Marrickville,2204,Primary,Major Cities,-33.9214,151.151,96,Government,School Single Entity,Department of Education NSW,K-6,1131,4,10,27,58,24,23.2,4,3.1,446,208,238,446,2,35
41871,Brisbania Public School,Saratoga,2251,Primary,Major Cities,-33.4788,151.357,79,Government,School Single Entity,Department of Education NSW,K-6,1023,21,31,32,16,25,23.6,6,3.5,445,226,219,445,6,7
41118,Heathcote East Public School,Heathcote,2233,Primary,Major Cities,-34.0821,151.02,88,Government,School Single Entity,Department of Education NSW,K-6,1043,17,31,32,20,6,8.3,3,1.8,132,57,75,132,1,14
42160,Broadwater Public School,Broadwater,2472,Primary,Inner Regional,-29.0028,153.437,,Government,School Single Entity,Department of Education NSW,K-6,987,29,39,25,7,2,3.6,2,1.4,51,24,27,51,12,8
42552,Brocklesby Public School,Brocklesby,2642,Primary,Inner Regional,-35.8239,146.678,,Government,School Single Entity,Department of Education NSW,K-6,976,34,42,22,2,1,1.3,2,1,10,6,4,10,10,0
41870,Broke Public School,Broke,2330,Primary,Inner Regional,-32.745,151.104,72,Government,School Single Entity,Department of Education NSW,K-6,952,38,39,19,4,3,3.9,3,1.4,62,29,33,62,15,17
42951,Broken Hill North Public School,Broken Hill,2880,Primary,Outer Regional,-31.9439,141.472,71,Government,School Single Entity,Department of Education NSW,"U, K-6",856,70,20,8,3,19,20.5,9,8.1,251,109,142,251,36,4
42950,Broken Hill Public School,Broken Hill,2880,Primary,Outer Regional,-31.9565,141.457,77,Government,School Single Entity,Department of Education NSW,P-6,906,53,26,15,6,10,12.5,7,3.4,155,83,72,155,28,3
42063,Brooke Avenue Public School,Killarney Vale,2261,Primary,Major Cities,-33.3761,151.466,76,Government,School Single Entity,Department of Education NSW,"U, K-6",943,46,33,16,5,24,27.8,7,5.7,444,215,229,444,17,7
41201,Brooklyn Public School,Brooklyn,2083,Primary,Inner Regional,-33.5484,151.215,90,Government,School Single Entity,Department of Education NSW,K-6,1083,10,26,27,36,4,4.9,3,1.5,75,35,40,75,0,28
41202,Brookvale Public School,Brookvale,2100,Primary,Major Cities,-33.7617,151.271,87,Government,School Single Entity,Department of Education NSW,K-6,1052,15,28,30,26,16,19.4,3,2.9,341,176,165,341,1,47
42891,Broulee Public School,Broulee,2537,Primary,Inner Regional,-35.8452,150.172,81,Government,School Single Entity,Department of Education NSW,K-6,1018,24,30,27,20,16,19.8,3,2.9,369,166,203,369,6,6
42553,Brungle Public School,Brungle,2722,Primary,Inner Regional,-35.1568,148.234,,Government,School Single Entity,Department of Education NSW,K-6,669,99,1,0,0,1,1.4,2,0.9,13,8,5,13,85,0
42161,Brunswick Heads Public School,Brunswick Heads,2483,Primary,Inner Regional,-28.5413,153.551,83,Government,School Single Entity,Department of Education NSW,K-6,1016,23,30,27,21,12,14.5,3,2.5,231,118,113,231,10,10
42023,Budgewoi Public School,Budgewoi,2262,Primary,Major Cities,-33.2257,151.549,79,Government,School Single Entity,Department of Education NSW,"U, K-6",943,51,30,15,3,34,34.2,8,8,539,241,298,539,15,4
42162,Bulahdelah Central School,Bulahdelah,2423,Combined,Inner Regional,-32.4134,152.212,73,Government,School Single Entity,Department of Education NSW,"U, K-12",919,58,26,12,3,34,38.4,17,8.9,424,205,219,423.8,16,4
42503,Bullarah Public School,Bullarah,2400,Primary,Remote,-29.4709,149.229,,Government,School Single Entity,Department of Education NSW,K-6,968,40,40,17,3,1,1.3,2,1.1,8,3,5,8,0,0
42742,Bulli Public School,Bulli,2516,Primary,Major Cities,-34.327,150.913,96,Government,School Single Entity,Department of Education NSW,K-6,1075,11,20,28,41,13,13.3,4,2.3,227,102,125,227,8,15
41134,Croydon Public School,Croydon,2132,Primary,Major Cities,-33.8798,151.115,98,Government,School Single Entity,Department of Education NSW,K-6,1127,4,11,29,56,31,35.9,4,4.3,669,346,323,669,0,66
42743,Bundanoon Public School,Bundanoon,2578,Primary,Inner Regional,-34.6579,150.3,79,Government,School Single Entity,Department of Education NSW,K-6,1022,23,33,26,17,8,8.7,3,2,150,65,85,150,3,7
41135,Croydon Park Public School,Croydon Park,2133,Primary,Major Cities,-33.8947,151.108,89,Government,School Single Entity,Department of Education NSW,K-6,1068,14,22,31,34,22,25.6,3,3.3,450,230,220,450,2,63
42427,Bundarra Central School,Bundarra,2359,Combined,Outer Regional,-30.1684,151.078,69,Government,School Single Entity,Department of Education NSW,K-12,905,66,22,10,2,13,14,4,5.4,99,52,47,99,13,3
41136,Daceyville Public School,Daceyville,2032,Primary,Major Cities,-33.9295,151.228,80,Government,School Single Entity,Department of Education NSW,K-6,1032,22,20,30,28,18,20.7,5,2.6,269,140,129,269,8,62
41137,Darlinghurst Public School,Potts Point,2011,Primary,Major Cities,-33.8786,151.223,94,Government,School Single Entity,Department of Education NSW,K-6,1154,1,6,26,67,16,17.6,2,2.8,322,167,155,322,1,38
42744,Bungendore Public School,Bungendore,2621,Primary,Inner Regional,-35.2556,149.445,79,Government,School Single Entity,Department of Education NSW,"U, K-6",1048,16,28,33,23,21,29.3,6,5,507,254,253,507,2,4
41138,Gardeners Road Public School,Rosebery,2018,Primary,Major Cities,-33.9206,151.198,86,Government,School Single Entity,Department of Education NSW,"U, K-6",1038,19,25,34,23,21,25.3,9,7.8,358,184,174,358,4,75
42163,Bungwahl Public School,Bungwahl,2423,Primary,Inner Regional,-32.3891,152.449,,Government,School Single Entity,Department of Education NSW,K-6,984,34,29,27,10,2,2.5,2,0.9,36,21,15,36,11,11
41139,Glebe Public School,Glebe,2037,Primary,Major Cities,-33.8837,151.191,79,Government,School Single Entity,Department of Education NSW,K-6,1017,26,18,23,32,16,17.5,6,3.8,309,150,159,309,17,44
43086,Buninyong Public School,Dubbo,2830,Primary,Inner Regional,-32.2432,148.639,68,Government,School Single Entity,Department of Education NSW,"U, K-6",794,73,18,7,2,23,25.3,10,7.9,384,177,207,384,61,6
41140,Leichhardt Public School,Leichhardt,2040,Primary,Major Cities,-33.8843,151.158,93,Government,School Single Entity,Department of Education NSW,"U, K-6",1127,4,10,25,61,36,42.2,7,7.7,736,371,365,736,3,30
42554,Bunnaloo Public School,Bunnaloo,2731,Primary,Outer Regional,-35.7864,144.598,97,Government,School Single Entity,Department of Education NSW,K-6,1039,21,25,31,22,3,3.7,1,1.5,41,26,15,41,0,2
41141,Maroubra Junction Public School,Maroubra,2035,Primary,Major Cities,-33.9361,151.237,92,Government,School Single Entity,Department of Education NSW,K-6,1113,5,14,31,51,34,34.2,5,4.1,619,295,324,619,0,58
42952,Burke Ward Public School,Broken Hill,2880,Primary,Outer Regional,-31.9604,141.441,71,Government,School Single Entity,Department of Education NSW,"U, K-6",906,61,25,11,4,19,22.2,8,8.2,263,141,122,263,22,4
41142,Newtown Public School,Newtown,2042,Primary,Major Cities,-33.9,151.179,91,Government,School Single Entity,Department of Education NSW,K-6,1133,3,10,25,62,17,21,3,3.1,417,205,212,417,2,23
41620,Burnside Public School,North Parramatta,2151,Primary,Major Cities,-33.7926,151.018,89,Government,School Single Entity,Department of Education NSW,K-6,1096,6,18,32,44,13,13.3,3,2.4,250,118,132,250,1,62
41143,Paddington Public School,Paddington,2021,Primary,Major Cities,-33.8876,151.23,92,Government,School Single Entity,Department of Education NSW,K-6,1138,2,8,27,64,14,16.6,3,2.5,291,146,145,291,1,39
42967,Buronga Public School,Buronga,2739,Primary,Outer Regional,-34.1695,142.181,68,Government,School Single Entity,Department of Education NSW,K-6,840,70,20,9,1,9,7.5,3,2.6,107,57,50,107,42,0
41144,Rozelle Public School,Rozelle,2039,Primary,Major Cities,-33.8626,151.17,93,Government,School Single Entity,Department of Education NSW,P-6,1153,1,6,23,70,31,35.8,5,5.3,632,307,325,632,1,19
41145,Stanmore Public School,Stanmore,2048,Primary,Major Cities,-33.8955,151.165,90,Government,School Single Entity,Department of Education NSW,K-6,1117,4,13,29,54,33,33.7,5,4.1,636,313,323,636,1,28
42745,Burrawang Public School,Burrawang,2577,Primary,Inner Regional,-34.5928,150.516,,Government,School Single Entity,Department of Education NSW,K-6,1083,2,23,48,27,2,2.5,2,0.9,35,21,14,35,0,14
41146,Woollahra Public School,Woollahra,2025,Primary,Major Cities,-33.8864,151.241,100,Government,School Single Entity,Department of Education NSW,K-6,1177,1,4,18,77,36,40.4,5,4.7,767,363,404,767,0,44
42428,Burren Junction Public School,Burren Junction,2386,Primary,Remote,-30.1027,148.965,88,Government,School Single Entity,Department of Education NSW,K-6,976,36,34,18,12,3,3.6,2,1.4,39,25,14,39,13,5
42164,Burringbar Public School,Burringbar,2483,Primary,Inner Regional,-28.4366,153.467,91,Government,School Single Entity,Department of Education NSW,K-6,965,43,33,19,5,2,4,3,1.5,55,23,32,55,11,13
42555,Burrumbuttock Public School,Burrumbuttock,2642,Primary,Inner Regional,-35.8375,146.8,,Government,School Single Entity,Department of Education NSW,K-6,954,45,34,18,3,2,2.5,2,1,30,10,20,30,10,0
41369,Burwood Public School,Burwood,2134,Primary,Major Cities,-33.8768,151.099,97,Government,School Single Entity,Department of Education NSW,K-6,1091,8,17,34,41,36,40.7,3,4.1,573,312,261,573,0,97
41474,Busby Public School,Busby,2168,Primary,Major Cities,-33.9116,150.881,68,Government,School Single Entity,Department of Education NSW,K-6,876,75,18,5,2,20,24,4,3.5,267,123,144,267,16,63
41481,Busby West Public School,Green Valley,2168,Primary,Major Cities,-33.9061,150.874,68,Government,School Single Entity,Department of Education NSW,"U, P-6",908,69,22,8,2,31,31.2,13,12.2,355,157,198,355,11,74
41370,Buxton Public School,Buxton,2571,Primary,Inner Regional,-34.247,150.545,71,Government,School Single Entity,Department of Education NSW,K-6,954,46,34,17,3,8,10.4,2,2,173,91,82,173,11,2
42166,Byron Bay Public School,Byron Bay,2481,Primary,Inner Regional,-28.6474,153.615,89,Government,School Single Entity,Department of Education NSW,K-6,1068,8,26,35,31,33,35.7,6,4.3,651,291,360,651,3,21
42167,Cabbage Tree Island Public School,Cabbage Tree Island,2477,Primary,Inner Regional,-28.9837,153.458,,Government,School Single Entity,Department of Education NSW,K-6,687,87,11,1,0,2,3.1,3,1.9,29,14,15,29,100,7
41371,Cabramatta Public School,Cabramatta,2166,Primary,Major Cities,-33.8958,150.943,81,Government,School Single Entity,Department of Education NSW,"U, K-6",946,57,27,12,4,52,48.6,12,7.3,685,333,352,685,1,95
41441,Cabramatta West Public School,Cabramatta,2166,Primary,Major Cities,-33.8963,150.923,74,Government,School Single Entity,Department of Education NSW,"U, K-6",943,60,25,11,4,40,39.1,8,7,537,256,281,537,0,91
41780,Caddies Creek Public School,Glenwood,2768,Primary,Major Cities,-33.7363,150.926,96,Government,School Single Entity,Department of Education NSW,"U, K-6",1110,7,13,30,51,52,59.4,9,9.3,1066,520,546,1066,0,73
43080,Calare Public School,Orange,2800,Primary,Inner Regional,-33.2869,149.079,79,Government,School Single Entity,Department of Education NSW,"U, K-6",972,38,29,22,11,29,36.2,7,5.1,615,308,307,615,13,7
42893,Callala Public School,Callala Bay,2540,Primary,Inner Regional,-34.996,150.714,76,Government,School Single Entity,Department of Education NSW,K-6,948,47,31,16,5,10,11.4,5,2.1,190,85,105,190,14,8
42746,Cambewarra Public School,Cambewarra,2540,Primary,Inner Regional,-34.8215,150.556,86,Government,School Single Entity,Department of Education NSW,K-6,1015,23,31,29,17,15,16.3,3,2.6,266,145,121,266,9,5
41755,Cambridge Gardens Public School,Cambridge Park,2747,Primary,Major Cities,-33.7372,150.722,72,Government,School Single Entity,Department of Education NSW,K-6,958,43,33,18,6,25,27,5,3.4,477,220,257,477,14,19
41693,Cambridge Park Public School,Cambridge Park,2747,Primary,Major Cities,-33.747,150.726,71,Government,School Single Entity,Department of Education NSW,"U, P-6",919,59,27,11,3,34,36.9,13,10.3,556,255,301,556,16,17
41166,Lucas Heights Community School,Barden Ridge,2234,Combined,Major Cities,-34.0358,151.005,81,Government,School Single Entity,Department of Education NSW,"U, K-12",1027,19,34,30,17,55,60.3,22,15.1,742,329,413,742,4,19
41372,Camden Public School,Camden,2570,Primary,Major Cities,-34.052,150.693,85,Government,School Single Entity,Department of Education NSW,"U, K-6",1024,19,31,32,18,20,20.8,6,5.9,304,148,156,304,8,9
41465,Camden South Public School,Camden,2570,Primary,Major Cities,-34.0697,150.696,83,Government,School Single Entity,Department of Education NSW,"U, K-6",1029,20,31,30,19,39,41.2,9,7.7,756,366,390,756,4,13
41203,Cammeray Public School,Cammeray,2062,Primary,Major Cities,-33.8204,151.212,100,Government,School Single Entity,Department of Education NSW,K-6,1183,1,4,16,79,44,45.3,7,5.2,888,454,434,888,1,27
41493,Campbellfield Public School,Minto,2566,Primary,Major Cities,-34.0377,150.847,74,Government,School Single Entity,Department of Education NSW,"U, K-6",948,45,28,20,7,15,20.2,6,6.5,304,151,153,304,14,62
