Location,School Name,Type,Latitude,Longitude,Better Education Score
New South Wales,The IllaWestern Australiarra Grammar School,Primary,-34.4281,150.871,98
New South Wales,St John Vianney's Primary School,Primary,-33.7586,150.871,90
New South Wales,Oakville Public School,Primary,-33.6205,150.871,85
New South Wales,Dalmeny Public School,Primary,-33.9473,150.871,79
New South Wales,Riverstone Public School,Primary,-33.6784,150.871,76
New South Wales,Doonside Public School,Primary,-33.765,150.871,70
New South Wales,The IllaWestern Australiarra Grammar School,Secondary,-34.4281,150.871,95
New South Wales,Balgownie Public School,Primary,-34.387,150.872,94
New South Wales,St John's Primary School,Primary,-33.6754,150.872,88
New South Wales,Wollongong West Public School,Primary,-34.4246,150.872,79
New South Wales,Mountain View Adventist College,Primary,-33.7685,150.872,79
New South Wales,St Mary's Primary School,Primary,-32.053,150.872,78
New South Wales,Ingleburn High School,Secondary,-34.0051,150.872,69
New South Wales,Scone High School,Secondary,-32.0564,150.872,69
New South Wales,Mountain View Adventist College,Secondary,-33.7685,150.872,77
New South Wales,Pleasant Heights Public School,Primary,-34.3962,150.873,90
New South Wales,Keiraville Public School,Primary,-34.4141,150.873,84
New South Wales,Holy Family Catholic Primary School,Primary,-34.0033,150.873,83
New South Wales,James Busby High School,Secondary,-33.9101,150.873,67
New South Wales,Norwest Christian College,Primary,-33.6777,150.874,91
New South Wales,Westdale Public School,Primary,-31.0937,150.874,73
New South Wales,Busby West Public School,Primary,-33.9061,150.874,68
New South Wales,Doonside High School,Secondary,-33.7547,150.874,69
New South Wales,Norwest Christian College,Secondary,-33.6777,150.874,90
New South Wales,Schofields Public School,Primary,-33.6931,150.875,84
New South Wales,Western Australiarrawong High School,Secondary,-34.4802,150.875,68
New South Wales,Edensor Park Public School,Primary,-33.8821,150.876,76
New South Wales,Riverstone High School,Secondary,-33.6789,150.876,72
New South Wales,"Amity College, Prestons",Secondary,-33.9417,150.876,93
New South Wales,Ebenezer Public School,Primary,-33.5309,150.877,77
New South Wales,Miller Public School,Primary,-33.9215,150.877,67
New South Wales,Western Australiarrawong Public School,Primary,-34.4814,150.878,69
New South Wales,Gwynneville Public School,Primary,-34.4172,150.879,84
New South Wales,Governor Philip King Public School,Primary,-33.873,150.879,80
New South Wales,St Francis of Assisi Catholic Primary School,Primary,-34.4797,150.88,82
New South Wales,Busby Public School,Primary,-33.9116,150.881,68
New South Wales,Miller High School,Secondary,-33.9236,150.881,66
New South Wales,St John Paul II Catholic College (Nirimba),Secondary,-33.7257,150.881,83
New South Wales,St Brigid's Catholic Primary School,Primary,-34.4164,150.882,90
New South Wales,Macquarie Fields Public School,Primary,-33.9953,150.882,89
New South Wales,Primbee Public School,Primary,-34.5014,150.882,71
New South Wales,Bossley Park Public School,Primary,-33.8574,150.883,74
New South Wales,St James' Primary School,Primary,-32.2802,150.884,87
New South Wales,Bossley Park High School,Secondary,-33.8662,150.884,79
New South Wales,Quakers Hill Public School,Primary,-33.7375,150.885,97
New South Wales,Marayong South Public School,Primary,-33.7601,150.885,79
New South Wales,Macarthur Adventist College,Primary,-33.9835,150.885,77
New South Wales,Macarthur Adventist College,Secondary,-33.9835,150.885,77
New South Wales,Macquarie Fields High School,Secondary,-33.9968,150.885,96
New South Wales,Tyndale Christian School,Primary,-33.7832,150.886,88
New South Wales,St Andrews College,Secondary,-33.7423,150.886,84
New South Wales,Tyndale Christian School,Secondary,-33.7832,150.886,87
New South Wales,Hambledon Public School,Primary,-33.7165,150.887,87
New South Wales,Coniston Public School,Primary,-34.4388,150.887,77
New South Wales,Mount Ousley Public School,Primary,-34.3989,150.888,89
New South Wales,Aberdeen Public School,Primary,-32.1661,150.888,71
New South Wales,St Joseph's High School Aberdeen,Secondary,-32.1676,150.888,80
New South Wales,Elonera Montessori School,Primary,-34.403,150.889,89
New South Wales,St Andrews Primary School,Primary,-33.7492,150.889,87
New South Wales,St Joseph's Primary School,Primary,-33.7051,150.889,82
New South Wales,Bonnyrigg Public School,Primary,-33.8877,150.889,80
New South Wales,Keira High School,Secondary,-34.4067,150.889,77
New South Wales,Elonera Montessori School,Secondary,-34.403,150.889,90
New South Wales,Good Samaritan Catholic Primary School,Primary,-34.3978,150.89,92
New South Wales,TarraWestern Australianna Public School,Primary,-34.3808,150.89,72
New South Wales,Prestons Public School,Primary,-33.9464,150.89,70
New South Wales,Evans High School,Secondary,-33.7865,150.89,68
New South Wales,Wollongong High School of the Performing Arts,Secondary,-34.4058,150.89,87
New South Wales,Mary Immaculate Catholic Primary School,Primary,-33.8608,150.891,95
New South Wales,Cartwright Public School,Primary,-33.9253,150.891,72
New South Wales,Prairievale Public School,Primary,-33.8665,150.891,72
New South Wales,Heckenberg Public School,Primary,-33.9088,150.891,70
New South Wales,Sadleir Public School,Primary,-33.9158,150.891,69
New South Wales,Muswellbrook South Public School,Primary,-32.2728,150.891,68
New South Wales,St Hurmizd Assyrian Primary School,Primary,-33.8706,150.892,84
New South Wales,Western Australialters Road Public School,Primary,-33.7848,150.892,82
New South Wales,Fairy Meadow Public School,Primary,-34.3905,150.892,77
New South Wales,Lurnea Public School,Primary,-33.9321,150.892,68
New South Wales,James Meehan High School,Secondary,-33.9884,150.892,66
New South Wales,St Johns Park High School,Secondary,-33.8731,150.892,74
New South Wales,Blacktown West Public School,Primary,-33.7704,150.893,83
New South Wales,KemblaWestern Australiarra Public School,Primary,-34.4893,150.893,68
New South Wales,Peel High School,Secondary,-31.0998,150.893,68
New South Wales,Bonnyrigg High School,Secondary,-33.895,150.893,86
New South Wales,Casula High School,Secondary,-33.9512,150.894,70
New South Wales,Hurlstone Agricultural High School,Secondary,-33.9704,150.894,99
New South Wales,Oxley Vale Public School,Primary,-31.0588,150.895,74
New South Wales,Marayong Public School,Primary,-33.7566,150.895,73
New South Wales,Muswellbrook Public School,Primary,-32.2584,150.896,78
New South Wales,Marayong Heights Public School,Primary,-33.7427,150.896,76
New South Wales,Guise Public School,Primary,-33.9874,150.896,68
New South Wales,Lurnea High School,Secondary,-33.9417,150.896,65
New South Wales,Quakers Hill High School,Secondary,-33.7298,150.896,80
New South Wales,Smiths Hill High School,Secondary,-34.4189,150.896,99
New South Wales,Wollongong Public School,Primary,-34.4229,150.897,97
New South Wales,Glenfield Public School,Primary,-33.971,150.897,89
New South Wales,Ashcroft High School,Secondary,-33.9204,150.897,67
New South Wales,St Columbkille's Catholic Primary School,Primary,-34.3687,150.898,88
New South Wales,Ashcroft Public School,Primary,-33.9164,150.898,68
New South Wales,Muswellbrook High School,Secondary,-32.2687,150.898,70
New South Wales,St Johns Park Public School,Primary,-33.8872,150.899,95
New South Wales,Corrimal Public School,Primary,-34.3676,150.899,78
New South Wales,St Michael's Primary School,Primary,-33.7899,150.899,78
New South Wales,St Patrick's Primary School,Primary,-33.7746,150.899,74
New South Wales,Curran Public School,Primary,-33.9933,150.899,68
New South Wales,St Francis Xavier's Catholic Primary School,Primary,-33.933,150.9,94
New South Wales,Riverbank Public School,Primary,-33.704,150.9,94
New South Wales,Mount Pritchard Public School,Primary,-33.8998,150.9,74
New South Wales,St Patrick's Catholic Primary School,Primary,-34.4836,150.901,91
New South Wales,Hillvue Public School,Primary,-31.1144,150.901,69
New South Wales,Barnier Public School,Primary,-33.7205,150.902,81
New South Wales,Towradgi Public School,Primary,-34.3897,150.902,79
New South Wales,Nagle College,Secondary,-33.7901,150.902,81
New South Wales,Prairiewood High School,Secondary,-33.85948,150.902,88
New South Wales,St Mary Star of the Sea College,Secondary,-34.4252,150.902,90
New South Wales,Mary Immaculate Primary School,Primary,-33.7211,150.903,87
New South Wales,Glenwood Public School,Primary,-33.9745,150.903,72
New South Wales,Blacktown South Public School,Primary,-33.7802,150.905,89
New South Wales,Corrimal East Public School,Primary,-34.3777,150.906,82
New South Wales,William Stimson Public School,Primary,-33.8546,150.906,78
New South Wales,Woonona Public School,Primary,-34.3456,150.907,89
New South Wales,Russell Vale Public School,Primary,-34.3595,150.907,83
New South Wales,Cattai Public School,Primary,-33.5588,150.907,68
New South Wales,The Ponds High School,Secondary,-33.7053,150.907,89
New South Wales,Liverpool West Public School,Primary,-33.9271,150.908,68
New South Wales,Harrington Street Public School,Primary,-33.8882,150.909,87
New South Wales,Casula Public School,Primary,-33.9442,150.909,74
New South Wales,Woonona High School,Secondary,-34.3448,150.909,87
New South Wales,John Palmer Public School,Primary,-33.7089,150.91,91
New South Wales,Corrimal High School,Secondary,-34.3754,150.91,72
New South Wales,Patrician Brothers' College Blacktown,Secondary,-33.7754,150.91,81
New South Wales,Rouse Hill Anglican College,Primary,-33.6844,150.911,94
New South Wales,King Park Public School,Primary,-33.8791,150.911,86
New South Wales,Mary MacKillop Catholic College,Secondary,-33.866,150.911,77
New South Wales,Blacktown Girls High School,Secondary,-33.762,150.911,89
New South Wales,Rouse Hill Anglican College,Secondary,-33.6844,150.911,90
New South Wales,Mount Pritchard East Public School,Primary,-33.9051,150.912,73
New South Wales,Tamworth South Public School,Primary,-31.1051,150.912,69
New South Wales,Calrossy Anglican School,Secondary,-31.0572,150.912,84
New South Wales,Bulli Public School,Primary,-34.327,150.913,96
New South Wales,Blacktown North Public School,Primary,-33.7588,150.913,77
New South Wales,Marsden Road Public School,Primary,-33.9165,150.913,74
New South Wales,Blacktown Boys High School,Secondary,-33.7621,150.913,92
New South Wales,Quakers Hill East Public School,Primary,-33.7325,150.914,94
New South Wales,St EdWestern Australiard's Primary School,Primary,-31.1092,150.914,84
New South Wales,Bellambi Public School,Primary,-34.3712,150.914,75
New South Wales,Woonona East Public School,Primary,-34.3523,150.915,85
New South Wales,Port Kembla Public School,Primary,-34.4864,150.915,76
New South Wales,Timbumburi Public School,Primary,-31.2038,150.916,82
New South Wales,Maraylya Public School,Primary,-33.5927,150.916,81
New South Wales,Mitchell High School,Secondary,-33.7848,150.916,77
New South Wales,Tamworth High School,Secondary,-31.1058,150.917,67
New South Wales,Holy Spirit College,Secondary,-34.365,150.917,87
New South Wales,St Joseph's Catholic Primary School,Primary,-34.3341,150.918,94
New South Wales,St Joseph's Catholic Primary School,Primary,-34.3341,150.918,94
New South Wales,Shelley Public School,Primary,-33.7892,150.918,81
New South Wales,St Joseph's Primary School,Primary,-31.0931,150.918,78
New South Wales,Smithfield West Public School,Primary,-33.8576,150.918,75
New South Wales,Thirroul Public School,Primary,-34.3152,150.919,88
New South Wales,Western Australianiora Public School,Primary,-34.3368,150.919,86
New South Wales,McCarthy Catholic College,Secondary,-31.0728,150.919,83
New South Wales,Rouse Hill Public School,Primary,-33.6801,150.92,85
New South Wales,Westfields Sports High School,Secondary,-33.8684,150.92,78
New South Wales,St Michael's Catholic Primary School,Primary,-34.3175,150.921,94
New South Wales,St Michael's Catholic Primary School,Primary,-34.3175,150.921,87
New South Wales,Tamworth West Public School,Primary,-31.0916,150.921,70
New South Wales,Bulli High School,Secondary,-34.3372,150.921,86
New South Wales,Seven Hills West Public School,Primary,-33.766,150.922,82
New South Wales,Al Amanah College,Secondary,-33.929,150.922,79
New South Wales,Canley Heights Public School,Primary,-33.8848,150.923,78
New South Wales,Cabramatta West Public School,Primary,-33.8963,150.923,74
New South Wales,Kellyville Ridge Public School,Primary,-33.7046,150.924,93
New South Wales,Kings Langley Public School,Primary,-33.7451,150.924,92
New South Wales,Holy Cross Primary School,Primary,-33.7349,150.925,95
New South Wales,Bert Oldfield Public School,Primary,-33.7775,150.925,83
New South Wales,Fairfield West Public School,Primary,-33.868,150.925,73
New South Wales,Caddies Creek Public School,Primary,-33.7363,150.926,96
New South Wales,Lynwood Park Public School,Primary,-33.7544,150.926,78
New South Wales,St Bernadette's Primary School,Primary,-33.7613,150.926,76
New South Wales,Liverpool Public School,Primary,-33.9236,150.926,73
New South Wales,All Saints Catholic College,Secondary,-33.9191,150.926,85
New South Wales,John XXIII Catholic Primary School,Primary,-33.7047,150.927,90
New South Wales,Ebenezer Christian College,Primary,-33.8043,150.929,74
New South Wales,Ebenezer Christian College,Secondary,-33.8043,150.929,72
New South Wales,Cabramatta High School,Secondary,-33.9014,150.929,77
New South Wales,Fairvale High School,Secondary,-33.8736,150.929,79
New South Wales,St Mark's Catholic College,Secondary,-33.7057,150.929,88
New South Wales,Western Australiarwick Farm Public School,Primary,-33.9105,150.93,77
New South Wales,Lalor Park Public School,Primary,-33.7605,150.931,71
New South Wales,Liverpool Girls High School,Secondary,-33.918,150.931,71
New South Wales,Our Lady of Lourdes Primary School,Primary,-33.7787,150.932,81
New South Wales,Liverpool Boys High School,Secondary,-33.9172,150.932,67
New South Wales,Rouse Hill High School,Secondary,-33.6859,150.932,85
New South Wales,Ironbark Ridge Public School,Primary,-33.6874,150.933,96
New South Wales,Our Lady of the Angels Primary School,Primary,-33.684,150.933,88
New South Wales,Smithfield Public School,Primary,-33.8536,150.933,79
New South Wales,Austinmer Public School,Primary,-34.3054,150.935,96
New South Wales,Parklea Public School,Primary,-33.7259,150.935,92
New South Wales,Metella Road Public School,Primary,-33.794,150.935,92
New South Wales,Tamworth Public School,Primary,-31.0847,150.935,87
New South Wales,Western Australiattle Grove Public School,Primary,-33.9587,150.937,87
New South Wales,Seven Hills Public School,Primary,-33.77,150.937,80
New South Wales,Glenwood High School,Secondary,-33.733,150.937,92
New South Wales,St Nicholas' Primary School,Primary,-31.094,150.938,88
New South Wales,St Gertrude's Catholic Primary School,Primary,-33.8547,150.938,86
New South Wales,Canley Vale Public School,Primary,-33.8868,150.938,81
New South Wales,Oxley High School,Secondary,-31.0779,150.939,72
New South Wales,The Hills Sports High School,Secondary,-33.7822,150.939,74
New South Wales,Widemere Public School,Primary,-33.8342,150.94,85
New South Wales,Greystanes High School,Secondary,-33.8125,150.94,80
New South Wales,Carinya Christian School Tamworth,Secondary,-31.1288,150.94,88
New South Wales,Greystanes Public School,Primary,-33.828,150.941,97
New South Wales,Beresford Road Public School,Primary,-33.8145,150.941,86
New South Wales,Fairvale Public School,Primary,-33.8766,150.941,72
New South Wales,Toongabbie Christian College,Primary,-33.7894,150.943,95
New South Wales,Vardys Road Public School,Primary,-33.7571,150.943,85
New South Wales,Cabramatta Public School,Primary,-33.8958,150.943,81
New South Wales,The Meadows Public School,Primary,-33.7816,150.943,71
New South Wales,Toongabbie Christian College,Secondary,-33.7894,150.943,91
New South Wales,St Mark's Coptic Orthodox College,Primary,-33.9557,150.944,92
New South Wales,St Mark's Coptic Orthodox College,Secondary,-33.9557,150.944,94
New South Wales,Pal Buddhist School,Secondary,-33.8879,150.944,95
New South Wales,Girraween High School,Secondary,-33.7989,150.944,100
New South Wales,Seven Hills High School,Secondary,-33.7627,150.945,72
New South Wales,Beaumont Hills Public School,Primary,-33.6978,150.946,91
New South Wales,Coledale Public School,Primary,-34.2895,150.947,92
New South Wales,Girraween Public School,Primary,-33.7998,150.95,98
New South Wales,St Anthony's Primary School,Primary,-33.7922,150.95,93
New South Wales,St Christopher's Catholic Primary School,Primary,-33.9524,150.951,94
New South Wales,NuWestern Australiarra Public School,Primary,-33.9332,150.951,76
New South Wales,Holroyd High School,Secondary,-33.8331,150.951,66
New South Wales,St Paul's Catholic College,Secondary,-33.8187,150.951,84
New South Wales,Newbridge Heights Public School,Primary,-33.9261,150.952,91
New South Wales,Fairfield Heights Public School,Primary,-33.8679,150.952,81
New South Wales,Holsworthy High School,Secondary,-33.9555,150.952,75
New South Wales,Canley Vale High School,Secondary,-33.8846,150.952,88
New South Wales,Annangrove Public School,Primary,-33.6674,150.953,99
New South Wales,Pendle Hill Public School,Primary,-33.8098,150.953,85
New South Wales,Our Lady Queen of Peace Primary School,Primary,-33.8198,150.954,98
New South Wales,Bella Vista Public School,Primary,-33.7265,150.954,98
New South Wales,Holsworthy Public School,Primary,-33.9571,150.954,94
New South Wales,Lansvale Public School,Primary,-33.891,150.954,78
New South Wales,St Joseph's Catholic Primary School,Primary,-33.9284,150.955,96
New South Wales,Seven Hills North Public School,Primary,-33.76,150.955,94
New South Wales,Our Lady of The Rosary Primary School,Primary,-33.7068,150.955,93
New South Wales,Our Lady of The Rosary Primary School,Primary,-33.7068,150.955,91
New South Wales,Hammondville Public School,Primary,-33.9473,150.955,76
New South Wales,Fairfield Public School,Primary,-33.8668,150.955,68
New South Wales,Hills Adventist College,Primary,-33.6971,150.956,87
New South Wales,North Kellyville Public School,Primary,-33.6925,150.956,82
New South Wales,Hills Adventist College,Secondary,-33.6971,150.956,93
New South Wales,Toongabbie West Public School,Primary,-33.7926,150.957,86
New South Wales,Kellyville Public School,Primary,-33.7111,150.958,98
New South Wales,Our Lady of the Rosary Catholic Primary School,Primary,-33.8728,150.959,91
New South Wales,Ringrose Public School,Primary,-33.82,150.959,71
New South Wales,Fairfield High School,Secondary,-33.8652,150.959,66
New South Wales,Moorebank High School,Secondary,-33.9258,150.959,90
New South Wales,Chipping Norton Public School,Primary,-33.912,150.96,81
New South Wales,Sherwood Grange Public School,Primary,-33.8368,150.96,76
New South Wales,Pendle Hill High School,Secondary,-33.7952,150.962,72
New South Wales,"Australian International Academy, Kellyville Campus",Secondary,-33.6974,150.963,92
New South Wales,Matthew Pearce Public School,Primary,-33.7582,150.964,100
New South Wales,Lansvale East Public School,Primary,-33.898,150.964,70
New South Wales,Patrician Brothers' College Fairfield,Secondary,-33.8721,150.964,83
New South Wales,Darcy Road Public School,Primary,-33.802,150.966,95
New South Wales,Scarborough Public School,Primary,-34.2661,150.966,93
New South Wales,Guildford West Public School,Primary,-33.8477,150.966,69
New South Wales,Toongabbie Public School,Primary,-33.7872,150.967,85
New South Wales,Winston Heights Public School,Primary,-33.7749,150.968,86
New South Wales,Cerdon College,Secondary,-33.8377,150.968,84
New South Wales,Wentworthville Public School,Primary,-33.814,150.969,90
New South Wales,Carramar Public School,Primary,-33.8855,150.969,72
New South Wales,Our Lady of Mount Carmel Primary School,Primary,-33.8122,150.97,90
New South Wales,Merrylands High School,Secondary,-33.8408,150.97,69
New South Wales,Kellyville High School,Secondary,-33.7078,150.97,88
New South Wales,Yennora Public School,Primary,-33.8667,150.971,75
New South Wales,Model Farms High School,Secondary,-33.7694,150.971,89
New South Wales,Crestwood Public School,Primary,-33.7491,150.972,98
New South Wales,Villawood North Public School,Primary,-33.8771,150.972,68
New South Wales,St Angela's Primary School,Primary,-33.7178,150.973,97
New South Wales,Hilltop Road Public School,Primary,-33.8263,150.973,77
New South Wales,St Paul the Apostle Primary School,Primary,-33.7777,150.974,89
New South Wales,Sacred Heart Catholic Primary School,Primary,-33.8891,150.976,99
New South Wales,William Clarke College,Primary,-33.7121,150.976,98
New South Wales,Sherwood Ridge Public School,Primary,-33.7067,150.976,93
New South Wales,Merrylands Public School,Primary,-33.8405,150.976,69
New South Wales,Crestwood High School,Secondary,-33.7436,150.976,91
New South Wales,William Clarke College,Secondary,-33.7121,150.976,97
New South Wales,HopePoint Christian School,Primary,-33.9117,150.977,75
New South Wales,St Patrick's Primary School,Primary,-33.8534,150.978,75
New South Wales,Milperra Public School,Primary,-33.9413,150.979,83
New South Wales,Toongabbie East Public School,Primary,-33.7972,150.979,68
New South Wales,Farrer Memorial Agricultural High School,Secondary,-31.1385,150.98,91
New South Wales,Parramatta Marist High School,Secondary,-33.8043,150.98,94
New South Wales,Winston Hills Public School,Primary,-33.7735,150.981,94
New South Wales,Westmead Christian Grammar School,Primary,-33.8166,150.981,84
New South Wales,Jasper Road Public School,Primary,-33.7613,150.982,96
New South Wales,St Mary's Catholic Primary School,Primary,-33.9106,150.982,92
New South Wales,St Margaret Mary's Primary School,Primary,-33.8363,150.982,84
New South Wales,Guildford Public School,Primary,-33.8558,150.982,71
New South Wales,Georges River Grammar,Primary,-33.9134,150.983,94
New South Wales,Mother Teresa Primary School,Primary,-33.8036,150.983,90
New South Wales,Georges River Grammar,Secondary,-33.9134,150.983,94
New South Wales,Stanwell Park Public School,Primary,-34.2292,150.984,93
New South Wales,Catherine McAuley Westmead,Secondary,-33.8047,150.984,92
New South Wales,Westmead Public School,Primary,-33.8102,150.985,97
New South Wales,Villawood East Public School,Primary,-33.8902,150.986,71
New South Wales,Holy Cross Catholic Primary School,Primary,-34.1865,150.987,90
New South Wales,Sacred Heart Primary School,Primary,-33.8136,150.987,90
New South Wales,Old Guildford Public School,Primary,-33.8675,150.987,73
New South Wales,Merrylands East Public School,Primary,-33.8423,150.988,80
New South Wales,Helensburgh Public School,Primary,-34.1842,150.988,79
New South Wales,Bass High School,Secondary,-33.8979,150.989,67
New South Wales,Excelsior Public School,Primary,-33.7404,150.99,99
New South Wales,Northmead Public School,Primary,-33.7865,150.991,88
New South Wales,Parramatta West Public School,Primary,-33.8245,150.991,82
New South Wales,Baulkham Hills High School,Secondary,-33.7502,150.991,100
New South Wales,Samuel Gilbert Public School,Primary,-33.7131,150.992,95
New South Wales,Georges Hall Public School,Primary,-33.9124,150.992,90
New South Wales,East Hills Public School,Primary,-33.958,150.992,71
New South Wales,East Hills Girls Technology High School,Secondary,-33.9569,150.992,86
New South Wales,East Hills Boys High School,Secondary,-33.9572,150.994,80
New South Wales,Mount St Joseph Milperra,Secondary,-33.9419,150.994,92
New South Wales,Parramatta High School,Secondary,-33.8179,150.996,98
New South Wales,St Christopher's Catholic Primary School,Primary,-33.9575,150.997,92
New South Wales,Granville South Public School,Primary,-33.8488,150.997,69
New South Wales,Chester Hill High School,Secondary,-33.8748,150.997,71
New South Wales,Gilroy Catholic College,Secondary,-33.7402,150.997,87
New South Wales,Our Lady of Lourdes Primary School,Primary,-33.7669,150.998,97
New South Wales,Granville South Creative and Performing Arts High School,Secondary,-33.8606,150.998,65
New South Wales,Panania Public School,Primary,-33.966,150.999,86
New South Wales,Baulkham Hills North Public School,Primary,-33.7519,151,96
New South Wales,Panania North Public School,Primary,-33.9445,151,84
New South Wales,Northmead Creative and Performing Arts High School,Secondary,-33.7881,151,83
New South Wales,Castle Hill High School,Secondary,-33.7266,151,95
New South Wales,St Madeleine's Primary School,Primary,-33.6808,151.001,86
New South Wales,St Monica's Primary School,Primary,-33.7936,151.001,86
New South Wales,Chester Hill North Public School,Primary,-33.8724,151.001,70
New South Wales,Delany College,Secondary,-33.8344,151.001,73
New South Wales,Marian Catholic College,Secondary,-33.6813,151.001,86
New South Wales,Otford Public School,Primary,-34.2122,151.002,91
New South Wales,Holy Trinity Primary School,Primary,-33.835,151.002,78
New South Wales,Chester Hill Public School,Primary,-33.8856,151.002,73
New South Wales,Condell Park High School,Secondary,-33.9236,151.002,69
New South Wales,Glenhaven Public School,Primary,-33.7008,151.003,92
New South Wales,Engadine West Public School,Primary,-34.0595,151.003,85
New South Wales,Our Lady of Mercy College Parramatta,Secondary,-33.8083,151.003,96
New South Wales,St Patrick's Primary School,Primary,-33.8073,151.004,91
New South Wales,Nemingha Public School,Primary,-31.1265,151.004,80
New South Wales,Castle Hill Public School,Primary,-33.7279,151.005,96
New South Wales,Parramatta North Public School,Primary,-33.8041,151.005,93
New South Wales,Kenthurst Public School,Primary,-33.6656,151.005,82
New South Wales,Lucas Heights Community School,Primary,-34.0358,151.005,81
New South Wales,Granville Public School,Primary,-33.8343,151.005,70
New South Wales,Lucas Heights Community School,Secondary,-34.0358,151.005,78
New South Wales,Blaxcell Street Public School,Primary,-33.858,151.006,82
New South Wales,Bass Hill Public School,Primary,-33.9059,151.006,69
New South Wales,Heathcote Public School,Primary,-34.0867,151.007,86
New South Wales,Tower Street Public School,Primary,-33.9564,151.007,82
New South Wales,Menai Public School,Primary,-34.0121,151.007,76
New South Wales,Arthur Phillip High School,Secondary,-33.8164,151.007,75
New South Wales,Parramatta Public School,Primary,-33.81637,151.00774,97
New South Wales,St John Bosco Catholic Primary School,Primary,-34.0634,151.008,94
New South Wales,Glenorie Public School,Primary,-33.5994,151.008,91
New South Wales,Tintinhull Public School,Primary,-31.0857,151.008,87
New South Wales,Salamah College,Primary,-33.8771,151.008,73
New South Wales,Salamah College,Secondary,-33.8771,151.008,89
New South Wales,Shire Christian School,Primary,-34.0363,151.009,94
New South Wales,St Oliver's Primary School,Primary,-33.825,151.009,88
New South Wales,Granville Boys High School,Secondary,-33.8346,151.009,67
New South Wales,St John Bosco College,Secondary,-34.0593,151.009,89
New South Wales,Shire Christian School,Secondary,-34.0363,151.009,91
New South Wales,Sefton High School,Secondary,-33.8795,151.009,98
New South Wales,Picnic Point Public School,Primary,-33.9691,151.01,98
New South Wales,Granville East Public School,Primary,-33.8483,151.01,68
New South Wales,Picnic Point High School,Secondary,-33.9643,151.011,79
New South Wales,Holy Family Primary School,Primary,-33.8484,151.01161,73
New South Wales,St Bernadette's Primary School,Primary,-33.7319,151.012,95
New South Wales,Engadine Public School,Primary,-34.0634,151.012,88
New South Wales,Western AustraliattaWestern Australia Heights Public School,Primary,-33.9149,151.012,70
New South Wales,Macarthur Girls High School,Secondary,-33.8131,151.012,93
New South Wales,The Hills Grammar School,Primary,-33.6858,151.013,96
New South Wales,The Hills Grammar School,Secondary,-33.6858,151.013,97
New South Wales,Condell Park Public School,Primary,-33.9255,151.014,73
New South Wales,Heathcote High School,Secondary,-34.0823,151.014,80
New South Wales,Maronite College of the Holy Family - Parramatta,Primary,-33.8216,151.015,90
New South Wales,Maronite College of the Holy Family - Parramatta,Secondary,-33.8216,151.015,83
New South Wales,"De La Salle College, Revesby Heights",Secondary,-33.9633,151.016,84
New South Wales,Tara Anglican School for Girls,Primary,-33.7889,151.017,98
New South Wales,Redeemer Baptist School,Primary,-33.7936,151.017,97
New South Wales,Revesby South Public School,Primary,-33.9605,151.017,81
New South Wales,Revesby Public School,Primary,-33.9444,151.017,77
New South Wales,Tara Anglican School for Girls,Secondary,-33.7889,151.017,99
New South Wales,Redeemer Baptist School,Secondary,-33.7936,151.017,99
New South Wales,Condell Park Christian School,Primary,-33.9224,151.018,96
New South Wales,Parramatta East Public School,Primary,-33.8061,151.018,94
New South Wales,Burnside Public School,Primary,-33.7926,151.018,89
New South Wales,Rosehill Public School,Primary,-33.8242,151.018,86
New South Wales,Engadine High School,Secondary,-34.0621,151.019,86
New South Wales,Bankstown West Public School,Primary,-33.9158,151.02,88
New South Wales,Heathcote East Public School,Primary,-34.0821,151.02,88
New South Wales,Birrong Public School,Primary,-33.8956,151.02,77
New South Wales,Auburn West Public School,Primary,-33.8609,151.02,68
New South Wales,Oakhill College Castle Hill,Secondary,-33.7234,151.02,95
New South Wales,Holy Family Catholic Primary School,Primary,-34.0182,151.021,93
New South Wales,Sir Joseph Banks High School,Secondary,-33.9397,151.021,69
New South Wales,Aquinas Catholic College,Secondary,-34.02,151.021,90
New South Wales,Muirfield High School,Secondary,-33.7647,151.022,92
New South Wales,Oakhill Drive Public School,Primary,-33.7216,151.023,99
New South Wales,Oatlands Public School,Primary,-33.8,151.023,92
New South Wales,Marton Public School,Primary,-34.0465,151.024,90
New South Wales,Christ The King Primary School,Primary,-33.7756,151.024,89
New South Wales,Alfords Point Public School,Primary,-33.9924,151.024,87
New South Wales,Menai High School,Secondary,-34.0029,151.024,84
New South Wales,North Rocks Public School,Primary,-33.7684,151.025,99
New South Wales,Regents Park Public School,Primary,-33.8855,151.025,75
New South Wales,Birrong Boys High School,Secondary,-33.894,151.025,66
New South Wales,The King's School,Primary,-33.7886,151.026,99
New South Wales,Dural Public School,Primary,-33.6861,151.026,96
New South Wales,Inaburra School,Primary,-34.0146,151.026,95
New South Wales,TharaWestern Australial Public School,Primary,-34.0033,151.026,93
New South Wales,YarraWestern Australiarrah Public School,Primary,-34.0566,151.026,88
New South Wales,Birrong Girls High School,Secondary,-33.8895,151.026,71
New South Wales,Inaburra School,Secondary,-34.0146,151.026,95
New South Wales,The King's School,Secondary,-33.7886,151.026,98
New South Wales,Regents Park Christian School,Primary,-33.8812,151.027,89
New South Wales,St Peter Chanel Catholic Primary School,Primary,-33.8792,151.027,88
