Location,School Name,Type,Latitude,Longitude,Better Education Score
Western Australia,ARMADALE PRIMARY SCHOOL,Primary,-32.14823967,116.0264848,90
Western Australia,BULLSBROOK COLLEGE,Secondary,-31.66171848,116.033179,80
Western Australia,MIDDLE SWestern AustraliaN PRIMARY SCHOOL,Primary,-31.86781578,116.0366486,71
Western Australia,MAZENOD COLLEGE,Secondary,-32.006679,116.0388409,92
Western Australia,CLAYTON VIEW PRIMARY SCHOOL,Primary,-31.90467468,116.0402451,69
Western Australia,ST ANTHONY'S SCHOOL,Primary,-31.89553184,116.0438926,81
Western Australia,SWestern AustraliaN VIEW SENIOR HIGH SCHOOL,Secondary,-31.8874797,116.0443339,77
Western Australia,LESMURDIE PRIMARY SCHOOL,Primary,-32.00399197,116.0450004,80
Western Australia,PEMBERTON DISTRICT HIGH SCHOOL,Secondary,-34.44748,116.04588,78
Western Australia,FALLS ROAD PRIMARY SCHOOL,Primary,-31.99216242,116.0470185,90
Western Australia,GREENMOUNT PRIMARY SCHOOL,Primary,-31.89659298,116.0474336,78
Western Australia,SOUTHERN HILLS CHRISTIAN COLLEGE,Primary,-32.1816559,116.0483177,86
Western Australia,SOUTHERN HILLS CHRISTIAN COLLEGE,Secondary,-32.1816559,116.0483177,87
Western Australia,MARY'S MOUNT PRIMARY SCHOOL,Primary,-31.96134491,116.0484964,94
Western Australia,HELENA VALLEY PRIMARY SCHOOL,Primary,-31.92484077,116.0486524,76
Western Australia,SWestern AustraliaN VIEW PRIMARY SCHOOL,Primary,-31.88690093,116.0489988,71
Western Australia,KALAMUNDA PRIMARY SCHOOL,Primary,-31.97069617,116.0511421,91
Western Australia,LESMURDIE SENIOR HIGH SCHOOL,Secondary,-32.01252075,116.0516431,92
Western Australia,ST BRIGID'S COLLEGE,Primary,-31.99663035,116.0520664,85
Western Australia,ST BRIGID'S COLLEGE,Secondary,-31.99663035,116.0520664,92
Western Australia,GOOSEBERRY HILL PRIMARY SCHOOL,Primary,-31.95646856,116.05602,90
Western Australia,KALAMUNDA SENIOR HIGH SCHOOL,Secondary,-31.97788079,116.0561861,86
Western Australia,JARRAHDALE PRIMARY SCHOOL,Primary,-32.338619,116.062311,72
Western Australia,DWELLINGUP PRIMARY SCHOOL,Primary,-32.71529394,116.0641876,81
Western Australia,KALAMUNDA CHRISTIAN SCHOOL,Primary,-32.00465707,116.0691569,91
Western Australia,Western AustraliaLLISTON PRIMARY SCHOOL,Primary,-31.99851134,116.06935,79
Western Australia,TREETOPS MONTESSORI SCHOOL,Primary,-31.92002226,116.074229,93
Western Australia,TREETOPS MONTESSORI SCHOOL,Secondary,-31.92002226,116.074229,86
Western Australia,DARLINGTON PRIMARY SCHOOL,Primary,-31.92015078,116.07754,92
Western Australia,IMMACULATE HEART COLLEGE,Primary,-31.56032856,116.0783495,78
Western Australia,IMMACULATE HEART COLLEGE,Secondary,-31.56032856,116.0783495,84
Western Australia,ROLEYSTONE COMMUNITY COLLEGE,Secondary,-32.10331975,116.0846169,86
Western Australia,CARMEL ADVENTIST COLLEGE PRIMARY,Primary,-32.006706,116.091127,85
Western Australia,HELENA COLLEGE,Primary,-31.90747,116.09144,94
Western Australia,HELENA COLLEGE,Secondary,-31.90747,116.09144,96
Western Australia,CARMEL ADVENTIST COLLEGE,Secondary,-32.01473096,116.0940371,83
Western Australia,BINDOON PRIMARY SCHOOL,Primary,-31.38017209,116.0971002,74
Western Australia,ALLANSON PRIMARY SCHOOL,Primary,-33.33580893,116.099005,81
Western Australia,GLEN FORREST PRIMARY SCHOOL,Primary,-31.91537475,116.100319,86
Western Australia,PICKERING BROOK PRIMARY SCHOOL,Primary,-32.03466017,116.1307872,87
Western Australia,PARKERVILLE PRIMARY SCHOOL,Primary,-31.88423347,116.1328154,88
Western Australia,MANJIMUP SENIOR HIGH SCHOOL,Secondary,-34.233842,116.133228,84
Western Australia,MANJIMUP PRIMARY SCHOOL,Primary,-34.23292451,116.1339591,76
Western Australia,WILSON PARK PRIMARY SCHOOL,Primary,-33.36646617,116.1393685,68
Western Australia,ST BRIGID'S SCHOOL,Primary,-33.957669,116.140604,83
Western Australia,BRIDGETOWN PRIMARY SCHOOL,Primary,-33.95485467,116.1407977,83
Western Australia,KEARNAN COLLEGE,Primary,-34.24140477,116.1416408,90
Western Australia,KEARNAN COLLEGE,Secondary,-34.24140477,116.1416408,88
Western Australia,BRIDGETOWN HIGH SCHOOL,Secondary,-33.95993882,116.1420907,82
Western Australia,AMAROO PRIMARY SCHOOL,Primary,-33.35205078,116.149663,72
Western Australia,EAST MANJIMUP PRIMARY SCHOOL,Primary,-34.24502646,116.151728,74
Western Australia,COLLIE SENIOR HIGH SCHOOL,Secondary,-33.36307,116.156535,79
Western Australia,ST BRIGID'S SCHOOL,Primary,-33.3481206,116.1582939,78
Western Australia,SACRED HEART SCHOOL,Primary,-31.90681782,116.1657238,84
Western Australia,FAIRVIEW PRIMARY SCHOOL,Primary,-33.34837356,116.1685678,70
Western Australia,MUNDARING PRIMARY SCHOOL,Primary,-31.8949396,116.1729689,82
Western Australia,MUNDARING CHRISTIAN COLLEGE,Primary,-31.89869433,116.1802693,82
Western Australia,MUNDARING CHRISTIAN COLLEGE,Secondary,-31.89869433,116.1802693,89
Western Australia,GIDGEGANNUP PRIMARY SCHOOL,Primary,-31.79416905,116.1954072,82
Western Australia,SAWYERS VALLEY PRIMARY SCHOOL,Primary,-31.90182219,116.2033873,79
Western Australia,MOUNT HELENA PRIMARY SCHOOL,Primary,-31.875319,116.218207,76
Western Australia,EASTERN HILLS SENIOR HIGH SCHOOL,Secondary,-31.87396818,116.2200892,87
Western Australia,CHIDLOW PRIMARY SCHOOL,Primary,-31.85729037,116.2689559,86
Western Australia,PERENJORI PRIMARY SCHOOL,Primary,-29.44325547,116.285171,85
Western Australia,WOOROLOO PRIMARY SCHOOL,Primary,-31.80479148,116.3125818,74
Western Australia,PANNAWONICA PRIMARY SCHOOL,Primary,-21.637,116.323,74
Western Australia,MILING PRIMARY SCHOOL,Primary,-30.49314858,116.3622694,93
Western Australia,WUNDOWIE PRIMARY SCHOOL,Primary,-31.76135676,116.3831274,69
Western Australia,ST MARY'S CATHOLIC SCHOOL,Primary,-33.83782677,116.3858836,84
Western Australia,BOYUP BROOK DISTRICT HIGH SCHOOL,Secondary,-33.83634699,116.3913376,90
Western Australia,YERECOIN PRIMARY SCHOOL,Primary,-30.92633982,116.3931552,96
Western Australia,BAKERS HILL PRIMARY SCHOOL,Primary,-31.75120467,116.4615984,77
Western Australia,BODDINGTON DISTRICT HIGH SCHOOL,Secondary,-32.80157748,116.467088,76
Western Australia,TOODYAY DISTRICT HIGH SCHOOL,Secondary,-31.54802031,116.4726619,81
Western Australia,DALWestern AustraliaLLINU DISTRICT HIGH SCHOOL,Secondary,-30.2704732,116.6610879,78
Western Australia,AVONVALE PRIMARY SCHOOL,Primary,-31.64551218,116.6613138,68
Western Australia,WEST NORTHAM PRIMARY SCHOOL,Primary,-31.66627195,116.6640164,69
Western Australia,NORTHAM SENIOR HIGH SCHOOL,Secondary,-31.64725593,116.6676491,76
Western Australia,NORTHAM PRIMARY SCHOOL,Primary,-31.65156081,116.6757754,76
Western Australia,ST JOSEPH'S SCHOOL,Primary,-31.65767596,116.6782822,91
Western Australia,ST JOSEPH'S SCHOOL,Secondary,-31.65767596,116.6782822,89
Western Australia,DAMPIER PRIMARY SCHOOL,Primary,-20.6644723,116.705717,83
Western Australia,WONGAN HILLS DISTRICT HIGH SCHOOL,Secondary,-30.8905344,116.7213344,78
Western Australia,Western AustraliaLPOLE PRIMARY SCHOOL,Primary,-34.97861268,116.7282223,92
Western Australia,DARKAN PRIMARY SCHOOL,Primary,-33.33586626,116.7346573,77
Western Australia,YORK DISTRICT HIGH SCHOOL,Secondary,-31.89178422,116.7589984,74
Western Australia,BAYNTON WEST PRIMARY SCHOOL,Primary,-20.75252283,116.79939,82
Western Australia,TAMBREY PRIMARY SCHOOL,Primary,-20.742486,116.80111,75
Western Australia,ST LUKE'S COLLEGE,Secondary,-20.75172597,116.8174458,87
Western Australia,MILLARS WELL PRIMARY SCHOOL,Primary,-20.74221594,116.8176143,71
Western Australia,KARRATHA SENIOR HIGH SCHOOL,Secondary,-20.74695822,116.8241249,76
Western Australia,SACRED HEART CATHOLIC SCHOOL,Primary,-31.30080813,116.8276298,81
Western Australia,GOOMALLING PRIMARY SCHOOL,Primary,-31.30541151,116.8289089,68
Western Australia,PEGS CREEK PRIMARY SCHOOL,Primary,-20.73768669,116.831754,71
Western Australia,ST PAUL'S PRIMARY SCHOOL,Primary,-20.73371058,116.8496741,84
Western Australia,KARRATHA PRIMARY SCHOOL,Primary,-20.72938851,116.8590823,71
Western Australia,WILLIAMS PRIMARY SCHOOL,Primary,-33.02268273,116.8825334,78
Western Australia,BEVERLEY DISTRICT HIGH SCHOOL,Secondary,-32.10031422,116.9276944,78
Western Australia,FRANKLAND RIVER PRIMARY SCHOOL,Primary,-34.36312,117.078601,85
Western Australia,PINGELLY PRIMARY SCHOOL,Primary,-32.53343022,117.0792151,71
Western Australia,ROEBOURNE DISTRICT HIGH SCHOOL,Secondary,-20.76855012,117.14215,72
Western Australia,WICKHAM PRIMARY SCHOOL,Primary,-20.68092304,117.1440973,71
Western Australia,KOJONUP DISTRICT HIGH SCHOOL,Secondary,-33.84013104,117.1565215,77
Western Australia,ST BERNARD'S SCHOOL,Primary,-33.82759512,117.1619039,71
Western Australia,NARROGIN PRIMARY SCHOOL,Primary,-32.93401014,117.1729339,72
Western Australia,ST MATTHEW'S SCHOOL,Primary,-32.93530913,117.1744858,80
Western Australia,EAST NARROGIN PRIMARY SCHOOL,Primary,-32.93547426,117.1883722,70
Western Australia,NARROGIN SENIOR HIGH SCHOOL,Secondary,-32.93810289,117.1914239,82
Western Australia,CUNDERDIN DISTRICT HIGH SCHOOL,Secondary,-31.65627,117.243877,83
Western Australia,Western AustraliaGIN DISTRICT HIGH SCHOOL,Secondary,-33.31189146,117.3404578,75
Western Australia,DENMARK PRIMARY SCHOOL,Primary,-34.96364766,117.3534296,83
Western Australia,DENMARK SENIOR HIGH SCHOOL,Secondary,-34.95741408,117.3645842,93
Western Australia,KOORDA PRIMARY SCHOOL,Primary,-30.826,117.483,87
Western Australia,TAMMIN PRIMARY SCHOOL,Primary,-31.63991544,117.4857268,89
Western Australia,WICKEPIN PRIMARY SCHOOL,Primary,-32.78598599,117.4961991,90
Western Australia,ST PATRICK'S SCHOOL,Primary,-33.689092,117.540217,91
Western Australia,KATANNING PRIMARY SCHOOL,Primary,-33.69203343,117.559204,69
Western Australia,BRAESIDE PRIMARY SCHOOL,Primary,-33.679,117.56,71
Western Australia,KATANNING SENIOR HIGH SCHOOL,Secondary,-33.68321703,117.5692745,77
Western Australia,WOODBURY BOSTON PRIMARY SCHOOL,Primary,-35.069076,117.6256163,76
Western Australia,BROOMEHILL PRIMARY SCHOOL,Primary,-33.84507375,117.6342811,91
Western Australia,TAMBELLUP PRIMARY SCHOOL,Primary,-34.03968903,117.6428315,80
Western Australia,MOUNT BARKER COMMUNITY COLLEGE,Secondary,-34.612767,117.665171,78
Western Australia,PARABURDOO PRIMARY SCHOOL,Primary,-23.19658911,117.6723112,73
Western Australia,KELLERBERRIN DISTRICT HIGH SCHOOL,Secondary,-31.63149171,117.7186275,73
Western Australia,NORTH TOM PRICE PRIMARY SCHOOL,Primary,-22.6814049,117.781115,70
Western Australia,TOM PRICE PRIMARY SCHOOL,Primary,-22.6945611,117.7933414,79
Western Australia,TOM PRICE SENIOR HIGH SCHOOL,Secondary,-22.68733347,117.7946827,79
Western Australia,MOUNT LOCKYER PRIMARY SCHOOL,Primary,-35.00279631,117.856093,80
Western Australia,PARKLANDS SCHOOL,Primary,-35.00484165,117.8614062,93
Western Australia,NORTH ALBANY SENIOR HIGH SCHOOL,Secondary,-34.99074882,117.8668674,84
Western Australia,LITTLE GROVE PRIMARY SCHOOL,Primary,-35.06595201,117.867226,85
Western Australia,JOHN CALVIN SCHOOL,Primary,-35.003739,117.871159,94
Western Australia,JOHN CALVIN SCHOOL,Secondary,-35.003739,117.871159,95
Western Australia,YAKAMIA PRIMARY SCHOOL,Primary,-35.00213634,117.8737834,75
Western Australia,CORRIGIN DISTRICT HIGH SCHOOL,Secondary,-32.32675596,117.8771847,84
Western Australia,BETHEL CHRISTIAN SCHOOL,Primary,-35.00481744,117.881185,88
Western Australia,BETHEL CHRISTIAN SCHOOL,Secondary,-35.00481744,117.881185,84
Western Australia,ALBANY PRIMARY SCHOOL,Primary,-35.01821151,117.8916106,82
Western Australia,ALBANY SENIOR HIGH SCHOOL,Secondary,-35.02044765,117.8917733,88
Western Australia,SPENCER PARK PRIMARY SCHOOL,Primary,-35.00554418,117.9018779,73
Western Australia,ST JOSEPH'S COLLEGE,Primary,-34.997944,117.902192,84
Western Australia,ST JOSEPH'S COLLEGE,Secondary,-34.997944,117.902192,87
Western Australia,AUSTRALIAN CHRISTIAN COLLEGE - SOUTHLANDS,Primary,-34.99550802,117.9227056,81
Western Australia,AUSTRALIAN CHRISTIAN COLLEGE - SOUTHLANDS,Secondary,-34.99550802,117.9227056,91
Western Australia,FLINDERS PARK PRIMARY SCHOOL,Primary,-34.97824017,117.9300686,72
Western Australia,GREAT SOUTHERN GRAMMAR,Primary,-34.94755539,117.9707332,94
Western Australia,GREAT SOUTHERN GRAMMAR,Secondary,-34.94755539,117.9707332,96
Western Australia,BRUCE ROCK DISTRICT HIGH SCHOOL,Secondary,-31.87363474,118.1476627,89
Western Australia,NYABING PRIMARY SCHOOL,Primary,-33.54423624,118.1526008,89
Western Australia,KULIN DISTRICT HIGH SCHOOL,Secondary,-32.67021123,118.1526847,85
Western Australia,MUKINBUDIN DISTRICT HIGH SCHOOL,Secondary,-30.916192,118.208956,74
Western Australia,ST MARY'S SCHOOL,Primary,-31.48713246,118.2746675,89
Western Australia,MERREDIN COLLEGE,Secondary,-31.48808967,118.2849815,84
Western Australia,NAREMBEEN DISTRICT HIGH SCHOOL,Secondary,-32.06303073,118.3912322,95
Western Australia,LAKE GRACE DISTRICT HIGH SCHOOL,Secondary,-33.103443,118.459432,79
Western Australia,HEDLAND SENIOR HIGH SCHOOL,Secondary,-20.39878872,118.598616,76
Western Australia,SOUTH HEDLAND PRIMARY SCHOOL,Primary,-20.40164145,118.6018711,68
Western Australia,ST CECILIA'S CATHOLIC PRIMARY SCHOOL,Primary,-20.30972649,118.6021896,77
Western Australia,CASSIA PRIMARY SCHOOL,Primary,-20.40888577,118.6079095,69
Western Australia,BALER PRIMARY SCHOOL,Primary,-20.40461541,118.6124558,72
Western Australia,PORT HEDLAND PRIMARY SCHOOL,Primary,-20.30393313,118.6336307,74
Western Australia,JERRAMUNGUP DISTRICT HIGH SCHOOL,Secondary,-33.94498437,118.9175865,78
Western Australia,NEWDEGATE PRIMARY SCHOOL,Primary,-33.09321456,119.0211444,82
Western Australia,NEWMAN PRIMARY SCHOOL,Primary,-23.35448061,119.7322686,72
Western Australia,SOUTH NEWMAN PRIMARY SCHOOL,Primary,-23.363209,119.73407,77
Western Australia,NEWMAN SENIOR HIGH SCHOOL,Secondary,-23.36220252,119.7341359,77
Western Australia,RAVENSTHORPE DISTRICT HIGH SCHOOL,Secondary,-33.58198044,120.0519004,77
Western Australia,LEINSTER COMMUNITY SCHOOL,Primary,-27.91539981,120.6955058,84
Western Australia,CHRISTIAN ABORIGINAL PARENT-DIRECTED SCHOOL,Secondary,-30.95228,121.16131,73
Western Australia,HANNANS PRIMARY SCHOOL,Primary,-30.72499605,121.4518583,77
Western Australia,NORTH KALGOORLIE PRIMARY SCHOOL,Primary,-30.73865013,121.459702,78
Western Australia,GOLDFIELDS BAPTIST COLLEGE,Primary,-30.77620533,121.4630845,73
Western Australia,GOLDFIELDS BAPTIST COLLEGE,Secondary,-30.77620533,121.4630845,79
Western Australia,O'CONNOR PRIMARY SCHOOL,Primary,-30.77657514,121.4658619,73
Western Australia,KALGOORLIE PRIMARY SCHOOL,Primary,-30.74472512,121.4701713,81
Western Australia,ST MARY'S PRIMARY SCHOOL,Primary,-30.74327964,121.4718278,88
Western Australia,ST JOSEPH'S SCHOOL,Primary,-30.782918,121.47335,72
Western Australia,SOUTH KALGOORLIE PRIMARY SCHOOL,Primary,-30.76244847,121.476861,69
Western Australia,JOHN PAUL COLLEGE,Secondary,-30.76410096,121.4787154,87
Western Australia,KALGOORLIE-BOULDER COMMUNITY HIGH SCHOOL,Secondary,-30.76705062,121.4788763,75
Western Australia,EAST KALGOORLIE PRIMARY SCHOOL,Primary,-30.74742189,121.4854297,68
Western Australia,KALGOORLIE SCHOOL OF THE AIR,Primary,-30.78223722,121.4860622,83
Western Australia,BOULDER PRIMARY SCHOOL,Primary,-30.78003681,121.4875325,69
Western Australia,KAMBALDA WEST DISTRICT HIGH SCHOOL,Secondary,-31.20551775,121.6204895,74
Western Australia,KAMBALDA PRIMARY SCHOOL,Primary,-31.2044049,121.6652357,69
Western Australia,NORSEMAN DISTRICT HIGH SCHOOL,Secondary,-32.19186573,121.773247,73
Western Australia,LA GRANGE REMOTE COMMUNITY SCHOOL,Primary,-18.685254,121.782644,68
Western Australia,ESPERANCE SENIOR HIGH SCHOOL,Secondary,-33.86017872,121.868258,81
Western Australia,NULSEN PRIMARY SCHOOL,Primary,-33.85822068,121.8728056,68
Western Australia,ESPERANCE ANGLICAN COMMUNITY SCHOOL,Secondary,-33.87140172,121.8844588,87
Western Australia,OUR LADY STAR OF THE SEA CATHOLIC PRIMARY SCHOOL,Primary,-33.87466746,121.887832,88
Western Australia,ESPERANCE PRIMARY SCHOOL,Primary,-33.85981206,121.890272,83
Western Australia,CASTLETOWN PRIMARY SCHOOL,Primary,-33.83182737,121.9084582,78
Western Australia,CABLE BEACH PRIMARY SCHOOL,Primary,-17.95879062,122.2164767,69
Western Australia,ST MARY'S COLLEGE,Primary,-17.96107323,122.222487,69
Western Australia,ST MARY'S COLLEGE,Secondary,-17.96107323,122.222487,76
Western Australia,BROOME NORTH PRIMARY SCHOOL,Primary,-17.9266374,122.2301416,80
Western Australia,BROOME SENIOR HIGH SCHOOL,Secondary,-17.95614273,122.2323264,78
Western Australia,ROEBUCK PRIMARY SCHOOL,Primary,-17.9403723,122.2323764,78
Western Australia,BROOME PRIMARY SCHOOL,Primary,-17.96120109,122.2379626,71
Western Australia,CONDINGUP PRIMARY SCHOOL,Primary,-33.75467811,122.5268561,95
Western Australia,SACRED HEART SCHOOL,Primary,-16.9746,122.66171,68
Western Australia,ONE ARM POINT REMOTE COMMUNITY SCHOOL,Primary,-16.44574,123.060811,68
Western Australia,DERBY DISTRICT HIGH SCHOOL,Secondary,-17.30943881,123.633739,73
Western Australia,HOLY ROSARY SCHOOL,Primary,-17.3050183,123.6337752,69
Western Australia,FITZROY VALLEY DISTRICT HIGH SCHOOL,Secondary,-18.196468,125.566842,72
Western Australia,BAYULU REMOTE COMMUNITY SCHOOL,Primary,-18.28637,125.58345,68
Western Australia,YIYILI ABORIGINAL COMMUNITY SCHOOL,Primary,-18.718867,126.754211,68
Western Australia,HALLS CREEK DISTRICT HIGH SCHOOL,Secondary,-18.22567554,127.669356,73
Western Australia,WYNDHAM DISTRICT HIGH SCHOOL,Secondary,-15.48878706,128.1212215,73
Western Australia,ST JOSEPH'S SCHOOL,Primary,-15.48554463,128.1247657,68
Western Australia,ST JOSEPH'S SCHOOL,Primary,-15.76988667,128.7328237,68
New South Wales,RailWestern Australiay Town Public School,Primary,-31.9706,141.44,71
New South Wales,Burke Western Australiard Public School,Primary,-31.9604,141.441,71
New South Wales,Broken Hill Public School,Primary,-31.9565,141.457,77
New South Wales,Broken Hill High School,Secondary,-31.9601,141.457,70
New South Wales,Sacred Heart Parish School,Primary,-31.9527,141.46,87
New South Wales,Morgan Street Public School,Primary,-31.9415,141.461,80
New South Wales,Alma Public School,Primary,-31.9822,141.462,71
New South Wales,School of the Air,Primary,-31.9457,141.472,86
New South Wales,Broken Hill North Public School,Primary,-31.9439,141.472,71
New South Wales,Willyama High School,Secondary,-31.9366,141.473,67
New South Wales,Wentworth Public School,Primary,-34.1032,141.919,69
New South Wales,Dareton Public School,Primary,-34.0911,142.04,67
New South Wales,Coomealla High School,Secondary,-34.096,142.06,66
New South Wales,Buronga Public School,Primary,-34.1695,142.181,68
New South Wales,Gol Gol Public School,Primary,-34.1796,142.223,84
New South Wales,Menindee Central School,Primary,-32.3934,142.413,67
New South Wales,Euston Public School,Primary,-34.5756,142.744,71
New South Wales,Tooleybuc Central School,Primary,-35.0266,143.338,71
New South Wales,Tooleybuc Central School,Secondary,-35.0266,143.338,79
New South Wales,Balranald Central School,Primary,-34.6363,143.564,70
New South Wales,Balranald Central School,Secondary,-34.6363,143.564,78
New South Wales,Moulamein Public School,Primary,-35.0893,144.033,88
New South Wales,Barham Public School,Primary,-35.6269,144.128,87
New South Wales,Barham High School,Secondary,-35.623,144.132,76
New South Wales,Bunnaloo Public School,Primary,-35.7864,144.598,97
New South Wales,Moama Anglican Grammar School,Primary,-36.1012,144.749,93
New South Wales,Moama Anglican Grammar School,Secondary,-36.1012,144.749,89
New South Wales,Moama Public School,Primary,-36.1153,144.763,74
New South Wales,Hay Western Australiar Memorial High School,Secondary,-34.5052,144.841,78
New South Wales,Hay Public School,Primary,-34.5061,144.844,81
New South Wales,Mathoura Public School,Primary,-35.8161,144.902,83
New South Wales,Deniliquin Christian School,Secondary,-35.5199,144.945,85
New South Wales,EdWestern Australiard Public School,Primary,-35.5244,144.951,68
New South Wales,Deniliquin High School,Secondary,-35.5281,144.955,72
New South Wales,Deniliquin South Public School,Primary,-35.5377,144.956,72
New South Wales,Deniliquin North Public School,Primary,-35.5252,144.982,75
New South Wales,Hillston Central School,Primary,-33.4799,145.54,68
New South Wales,Hillston Central School,Secondary,-33.4799,145.54,75
New South Wales,TocumWestern Australial Public School,Primary,-35.8139,145.569,91
New South Wales,Finley High School,Secondary,-35.6404,145.573,75
New South Wales,Finley Public School,Primary,-35.6394,145.575,80
New South Wales,St Joseph's Primary School,Primary,-35.6376,145.577,80
New South Wales,Barooga Public School,Primary,-35.913,145.696,81
New South Wales,Goolgowi Public School,Primary,-33.9757,145.709,84
New South Wales,St Joseph's Primary School,Primary,-35.361,145.736,80
New South Wales,St Joseph's Primary School,Primary,-35.361,145.736,79
New South Wales,Berrigan Public School,Primary,-35.6597,145.816,74
New South Wales,Cobar High School,Secondary,-31.5016,145.828,71
New South Wales,Cobar Public School,Primary,-31.5022,145.837,71
New South Wales,St Peter's Primary School,Primary,-34.8051,145.879,84
New South Wales,Coleambally Central School,Primary,-34.8042,145.884,79
New South Wales,Coleambally Central School,Secondary,-34.8042,145.884,68
New South Wales,Bourke High School,Secondary,-30.0915,145.949,65
New South Wales,Bourke Public School,Primary,-30.0935,145.95,67
New South Wales,Lake Wyangan Public School,Primary,-34.2482,146.034,83
New South Wales,Griffith Public School,Primary,-34.2914,146.036,69
New South Wales,Hanwood Public School,Primary,-34.3299,146.042,77
New South Wales,Griffith North Public School,Primary,-34.2799,146.048,79
New South Wales,Marian Catholic College,Secondary,-34.2868,146.058,86
New South Wales,Griffith East Public School,Primary,-34.2861,146.062,83
New South Wales,Murrumbidgee Regional High School,Secondary,-34.2821,146.071,73
New South Wales,Beelbangera Public School,Primary,-34.2528,146.101,83
New South Wales,Yenda Public School,Primary,-34.2524,146.198,80
New South Wales,Lake Cargelligo Central School,Primary,-33.2948,146.374,69
New South Wales,Lake Cargelligo Central School,Secondary,-33.2948,146.374,65
New South Wales,CoroWestern Australia South Public School,Primary,-36.021,146.376,75
New South Wales,CoroWestern Australia High School,Secondary,-35.9937,146.381,77
New South Wales,Yanco Agricultural High School,Secondary,-34.6322,146.384,82
New South Wales,CoroWestern Australia Public School,Primary,-35.9925,146.395,71
New South Wales,Parkview Public School,Primary,-34.5618,146.396,71
New South Wales,St Joseph's Primary School,Primary,-34.5549,146.404,85
New South Wales,St Joseph's Primary School,Primary,-34.5549,146.404,79
New South Wales,Leeton High School,Secondary,-34.5468,146.406,68
New South Wales,Leeton Public School,Primary,-34.5461,146.407,77
New South Wales,Yanco Public School,Primary,-34.5979,146.411,78
New South Wales,St Francis De Sales Regional College,Secondary,-34.5679,146.411,82
New South Wales,Narrandera Public School,Primary,-34.7445,146.548,67
New South Wales,St Joseph's Primary School,Primary,-34.7492,146.555,79
New South Wales,Narrandera High School,Secondary,-34.7442,146.567,74
New South Wales,Barellan Central School,Secondary,-34.2878,146.572,67
New South Wales,Boree Creek Public School,Primary,-35.1059,146.606,70
New South Wales,Howlong Public School,Primary,-35.9799,146.637,82
New South Wales,St Joseph's Primary School,Primary,-35.2202,146.721,85
New South Wales,Tullibigeal Central School,Primary,-33.4229,146.723,77
New South Wales,Saint Mary MacKillop College Albury,Primary,-35.9029,146.827,95
New South Wales,Saint Mary MacKillop College Albury,Secondary,-35.9029,146.827,98
New South Wales,BreWestern Australiarrina Central School,Primary,-29.9637,146.859,68
New South Wales,BreWestern Australiarrina Central School,Secondary,-29.9637,146.859,65
New South Wales,St John's Lutheran Primary School,Primary,-35.9571,146.882,88
New South Wales,Jindera Public School,Primary,-35.959,146.887,76
New South Wales,Albury West Public School,Primary,-36.0778,146.896,69
New South Wales,Western Australialla Western Australialla Public School,Primary,-35.758,146.901,81
New South Wales,St Paul's College,Secondary,-35.7554,146.908,77
New South Wales,Albury High School,Secondary,-36.0728,146.915,78
New South Wales,St Patrick's Parish School,Primary,-36.0841,146.916,88
New South Wales,Glenroy Public School,Primary,-36.0546,146.917,68
New South Wales,Albury Public School,Primary,-36.0825,146.919,85
New South Wales,The Scots School Albury,Primary,-36.0729,146.927,95
New South Wales,The Scots School Albury,Secondary,-36.0729,146.927,95
New South Wales,Lavington Public School,Primary,-36.0374,146.928,73
New South Wales,James Fallon High School,Secondary,-36.0602,146.929,67
New South Wales,Albury North Public School,Primary,-36.0642,146.932,69
New South Wales,Xavier High School,Secondary,-36.0627,146.935,82
New South Wales,Holy Spirit Primary School,Primary,-36.03689,146.93713,87
New South Wales,Murray High School,Secondary,-36.0352,146.946,70
New South Wales,Hume Public School,Primary,-36.0504,146.947,68
New South Wales,Lavington East Public School,Primary,-36.0393,146.949,71
New South Wales,Springdale Heights Public School,Primary,-36.0319,146.95,73
New South Wales,Ungarie Central School,Primary,-33.638,146.978,89
New South Wales,Border Christian College,Primary,-36.0398,146.981,79
New South Wales,Border Christian College,Secondary,-36.0398,146.981,79
New South Wales,Thurgoona Public School,Primary,-36.0473,146.983,88
New South Wales,Trinity Anglican College - Albury,Secondary,-36.0312,146.985,88
New South Wales,Henty Public School,Primary,-35.5175,147.031,81
New South Wales,St Joseph's Primary School,Primary,-35.6687,147.036,87
New South Wales,St Joseph's Primary School,Primary,-35.6687,147.036,75
New South Wales,Culcairn Public School,Primary,-35.6683,147.04,86
New South Wales,St Brendan's Primary School,Primary,-34.7964,147.043,96
New South Wales,Billabong High School,Secondary,-35.6609,147.044,78
New South Wales,The Rock Central School,Primary,-35.2663,147.115,72
New South Wales,The Rock Central School,Secondary,-35.2663,147.115,69
New South Wales,Condobolin High School,Secondary,-33.0918,147.143,65
New South Wales,Condobolin Public School,Primary,-33.0855,147.149,74
New South Wales,Nyngan High School,Secondary,-31.5614,147.189,69
New South Wales,Nyngan Public School,Primary,-31.5684,147.195,70
New South Wales,Coolamon Central School,Primary,-34.8119,147.201,85
New South Wales,Coolamon Central School,Secondary,-34.8119,147.201,78
New South Wales,West Wyalong High School,Secondary,-33.9158,147.202,74
New South Wales,West Wyalong Public School,Primary,-33.9185,147.204,77
New South Wales,St Mary's Western Australiar Memorial School,Primary,-33.9263,147.206,84
